A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,Class
-2.400945,0.892803,-1.458509,-0.22378,-0.973993,-0.193291,0.237946,-0.093538,-0.745937,-2.477123,-0.127076,-0.120227,-0.95799,-0.133899,-1.46792,-0.126351,-1.584502,1.412624,0.06649,0.749403,0
-0.5959,0.331817,0.251239,0.694107,1.320101,1.627813,0.214248,-0.656111,-0.037695,0.51439,0.904007,-0.190066,-0.037044,-0.043027,-1.020978,-0.024546,-0.169258,-0.308533,-0.626112,0.173026,1
0.14953,0.858117,0.004304,0.03253,0.75413,-0.068313,-0.534873,0.866147,0.589103,-0.067331,0.244747,-0.199378,-0.130991,0.580286,0.611393,-0.23144,2.05987,1.218626,0.010755,1.032535,1
0.628543,0.020973,-0.013843,-0.455265,1.078405,-0.235612,-0.330806,-0.80469,-0.226646,-0.411105,0.560532,-0.184745,-0.62719,0.386426,-0.596614,-0.347038,-0.197415,0.92861,-0.813027,1.5988,1
-0.280371,-0.730122,-3.210385,0.912172,3.736384,-0.128488,2.091657,-0.535898,-0.912735,-2.002579,-1.622278,-0.156144,-0.330794,1.252738,0.016354,-0.295807,-0.356974,-0.268036,0.692482,-2.886152,0
0.674964,-0.302545,-1.787755,0.095601,-0.795406,0.169078,0.003599,-0.144865,0.748734,0.169941,-0.345291,-2.615151,0.947416,1.112728,0.116634,-0.868542,-0.550723,0.245372,-0.299862,-0.739739,0
0.425366,1.433778,-0.357348,0.439809,-0.179083,0.153208,-0.124765,0.61829,-0.046817,-0.345721,0.261228,0.520964,-0.032413,0.848863,-0.162954,0.797776,0.450876,-0.042685,-1.091699,0.572108,1
-0.369177,-0.659415,-0.510305,-0.158025,0.043143,-2.614156,0.195816,-1.530025,-0.222737,-0.287077,1.033222,1.046421,-2.18658,1.010413,-1.700357,-0.04228,1.453145,1.274801,-0.656019,-1.741488,0
-0.437126,-0.769477,0.108652,0.25395,-0.158942,-0.684606,0.088517,0.175255,-0.01489,0.515064,1.26594,-0.053713,0.350653,0.747895,-0.768618,-0.386446,0.357018,0.116041,0.745498,-0.301558,1
-0.172727,-0.141119,0.253183,0.980611,-0.230779,0.38002,0.218856,0.319107,0.387772,0.06209,-0.169928,-0.096947,0.416813,-0.092838,-0.088574,-0.505985,1.158163,1.10889,0.76113,0.708281,1
0.769825,0.477233,0.431417,-0.564633,-0.110603,0.844223,1.264201,0.800637,0.317404,-0.150915,0.14388,-0.827931,0.418136,0.50557,-0.75932,0.769533,-0.540667,-0.773605,-0.377347,-0.213921,1
-1.799488,-1.774717,0.13004,0.824946,-1.594344,-0.132455,0.074035,-0.15432,-1.383159,-0.669273,-0.415173,-0.140181,-2.422771,-0.183037,0.028972,1.613529,1.490018,2.016825,0.689763,-2.226858,0
-0.986108,0.593299,0.332902,-0.130516,0.068655,1.346117,0.329447,-0.031405,0.873833,1.208006,1.401748,0.375965,-0.484285,-0.123802,0.028308,0.137029,0.885974,0.671253,1.493834,0.005169,1
-0.305936,0.00363,1.686831,-0.947086,-1.827312,-1.236095,-0.522365,1.091717,-0.297014,-0.148219,0.230902,0.121218,3.471417,-0.095531,-0.712833,0.893669,-2.4547,1.935176,0.031825,0.784457,0
1.872497,0.449217,-0.341793,-3.002267,-0.939081,-0.362573,-1.241863,-1.544208,-0.275513,0.326999,-0.465936,-0.237956,-0.286467,-0.784811,0.418138,2.632893,-0.372393,-0.006759,-1.904605,-0.595476,0
-0.298536,-1.299113,-0.073471,0.759862,1.936424,-1.390168,1.087125,-1.718451,-1.709589,0.472598,1.325933,-0.189401,-0.292421,1.3113,-1.098014,0.134401,1.807794,-0.409778,0.710834,-1.938333,0
0.714658,-0.512664,-0.099395,-0.169432,-3.574234,-0.115924,-0.12674,-1.826508,-1.628796,0.473946,-0.58658,-0.190731,0.825681,0.951178,-0.238662,0.748515,1.279508,0.656882,-0.751175,0.153477,0
1.186943,-0.355241,-0.719649,1.253696,-0.798092,1.974313,-1.312957,1.871081,-2.679757,1.646824,1.088599,-1.380659,-1.290113,-2.679658,0.298599,0.851634,-0.055958,1.044224,0.386622,0.015955,0
-0.336884,-0.047066,-0.253649,0.28817,0.597028,-0.107989,1.506448,0.075977,0.337602,-0.1435,1.438666,-0.347038,-0.349319,-0.069952,0.097375,-0.193345,0.609764,1.265003,-0.216261,0.030786,1
1.230673,-2.095566,0.655668,-0.095625,-0.054207,-0.109311,-0.072103,-0.6811,0.661425,-0.12193,0.472191,1.099632,-0.003302,-0.225444,-1.366312,-1.321082,-0.202778,-0.166791,0.101833,-1.075453,0
-1.068859,0.672678,0.089856,-0.498207,-1.560776,0.639233,0.474926,0.554807,0.272446,-0.820938,-0.276069,0.74445,-0.435988,-0.566718,-1.905565,-1.210081,-0.17261,0.699993,-0.15305,-0.194372,0
-1.397844,-0.985601,0.844271,-1.693876,0.787699,1.048551,-0.415724,-0.193491,-1.386417,-2.733268,1.167711,0.098603,1.704947,-0.052451,-0.121115,1.676583,-1.101804,-0.302001,0.555185,-1.371394,0
-0.65174,0.105021,0.435954,-1.030957,-0.589965,0.057326,-1.083218,0.656111,0.055478,0.589885,-0.134987,0.08397,0.22098,0.932331,1.605558,0.479225,-0.196745,-0.131519,-0.411331,-0.294816,1
0.810864,-0.969591,0.786588,0.19826,0.045157,0.391922,0.05297,-0.912072,-0.239677,0.304081,0.082569,-0.418207,0.070797,0.867711,0.768785,-0.151966,-0.281887,1.523013,1.944467,-1.214997,1
-0.043555,-0.142454,-0.007362,-0.144606,0.354661,-0.92861,0.290608,-0.188088,-0.474889,-0.054523,-0.539113,0.395919,-0.190535,0.454412,-0.137718,-0.689234,-1.357902,0.133677,0.030466,0.807378,1
2.511629,-1.602619,-0.155782,2.116563,1.771266,-0.320914,0.794849,-0.376513,-0.114578,0.827831,2.836957,-0.176763,-0.147531,0.377003,-1.276658,-2.209741,-0.082104,0.863944,-0.15305,-1.864179,0
-0.194929,0.253105,1.397768,-0.447884,1.061621,-0.720975,-0.539481,3.032022,-1.697209,-2.222999,-0.156083,-1.344741,-1.487269,-1.447166,2.649531,-0.364115,2.115514,0.999807,0.231654,0.1164,0
-0.309973,-1.978833,-0.343738,-0.512968,1.465118,-1.072764,0.814597,-2.054104,0.936382,-0.132041,-0.220032,0.288832,1.090321,-1.31658,0.79867,-0.050818,0.399254,0.912933,-0.358995,-2.965025,0
-1.113261,-0.14779,-1.883677,-0.131187,0.306322,-2.875353,-1.680276,-1.823131,1.564483,-0.214951,1.263962,0.241607,0.322204,-0.143996,-1.513743,-1.761799,-1.324381,-1.413732,-0.157807,-0.744458,0
1.139176,2.785881,-1.256943,-0.406955,0.347948,-0.099392,-0.75013,-0.772273,0.714202,-1.343341,0.209147,1.146192,1.637464,-0.090819,0.673818,-0.142771,0.111646,-1.74098,2.48142,-1.323531,0
2.064909,-0.225167,1.335548,0.031859,0.241199,1.06905,-0.476944,0.762817,-0.197326,-0.260114,-0.138943,1.424219,-0.036382,0.18247,-0.145023,0.798433,-0.419322,2.287246,1.097576,-0.534805,1
-1.065495,-1.457203,0.445028,0.01173,-2.42148,-0.67138,-0.080002,0.722296,-0.858656,-0.876886,0.926421,-2.104992,0.250752,-2.125676,-1.901581,0.655906,-0.999901,0.633367,1.02281,-0.867148,0
-0.357067,-0.009044,0.215592,0.459938,-0.947809,-0.588723,-0.347263,-0.11785,-0.609761,0.155112,0.151791,0.18241,0.192531,-0.24833,-0.979803,-0.061327,1.195706,0.432185,0.209904,0.28156,1
0.522918,-0.173138,0.791125,-1.077254,-0.049507,-1.209644,0.467685,0.789832,-1.449618,-1.255712,0.11685,0.173763,-0.117759,-0.050432,-0.261906,0.398437,0.324838,0.167643,0.237091,-0.296165,1
-0.449909,0.578624,-0.03912,-0.166077,0.376817,0.232559,-1.016074,0.283988,-0.070273,0.008165,0.184754,0.068007,-0.447897,0.480664,-0.106505,-0.727985,-0.293955,-1.011366,-0.218979,1.103993,1
0.195278,0.915483,-0.887513,-0.065432,-0.091133,1.153691,-0.84163,-1.425345,1.210688,0.016254,-0.197617,1.479425,1.136633,-1.076947,0.817265,-0.194002,0.459591,-0.756622,-0.409972,0.382679,1
-0.379268,-0.435954,-0.278925,-1.346313,1.089147,0.62204,-0.280119,-0.288041,0.66338,-0.195403,-0.222669,0.394588,0.020515,-0.026199,2.112934,-1.306632,-0.217527,0.54584,0.641505,-0.397283,1
-1.163047,-0.87954,0.384104,-0.572685,-0.681272,-0.712378,0.474268,-0.078004,1.189186,-1.466695,1.272533,-0.202703,-0.437311,0.397196,-0.536181,0.856888,-2.336036,1.765347,-0.510565,0.822883,0
-0.394742,0.465893,-0.531045,-0.10569,-0.380496,0.077825,0.582225,-0.140137,0.938989,0.599322,1.012784,-0.909743,-0.080048,0.54865,0.704367,0.509438,-0.391835,0.001079,-0.042261,-0.313018,1
-0.077194,0.884798,0.049673,-0.779344,0.313707,0.5903,0.384742,-0.451478,0.119982,-0.91733,-0.142898,1.347063,-0.113789,-0.117071,-0.462465,-0.178895,-0.132385,-0.098206,-0.388901,0.197969,1
-0.165327,-0.151125,-0.121432,-0.300942,0.400986,0.719245,0.189233,0.047612,1.268025,0.137586,-1.02367,-0.078323,0.143573,0.081501,1.06564,0.108786,-0.511169,-0.11127,-1.376488,-0.335264,1
0.390382,-0.779483,-0.103284,-0.767266,0.703777,-1.670541,0.952178,0.622343,0.04375,-0.033627,-0.829188,-1.950015,1.926582,0.494126,-1.283299,-1.853752,0.054661,-0.940169,-0.984988,1.325106,0
-0.071139,-0.361912,0.081431,0.762545,0.401658,0.676924,-0.18796,-0.076654,-0.007072,-0.711739,0.969273,-1.037449,-0.059538,0.842132,-0.197487,-0.744406,0.143155,0.409323,0.660537,-0.557725,1
0.446895,0.780072,0.988803,-0.008399,0.546004,0.500369,0.52693,-1.186268,-0.238374,-0.505475,-0.144876,1.464792,0.964617,-0.996845,-0.115138,0.329473,0.656022,-0.946701,0.038622,0.508066,1
-0.181473,0.312472,0.084671,0.667939,1.626248,0.458709,-3.184442,1.935915,-0.080046,0.473272,2.223845,-0.223988,0.559057,0.553361,1.789515,-0.141457,0.557471,-3.584938,-3.65684,-0.760637,0
0.176441,0.264445,-0.248464,0.035885,1.138158,-0.178743,-0.379519,0.655435,-0.557637,0.056698,-1.09487,-0.098942,0.197162,-0.394398,-0.583996,-0.142771,-0.086126,0.377317,0.642185,0.394139,1
0.189896,-0.171137,0.133281,-0.159367,0.14922,-0.156922,0.606582,-0.5879,-0.093729,-0.079464,0.617228,0.69789,0.650358,0.480664,0.69839,0.246715,-0.068695,-0.256278,-0.23937,-0.043368,1
-3.299768,0.615312,-1.236851,1.891788,0.682293,0.168417,0.582225,0.323834,-2.0282,-0.078116,-1.141018,-1.41325,-0.973868,-1.559578,-0.836356,-0.316168,-1.486622,-2.140733,0.039982,0.416385,0
-0.679997,0.305802,-0.692428,1.517387,0.004203,-0.023348,0.504548,-0.169853,1.208081,-0.727243,-0.13235,-0.079653,-1.190873,0.31171,-0.401368,-0.421914,0.250422,1.296356,0.445755,0.47436,1
-1.032529,-0.43462,0.01273,-0.107703,-0.902155,-0.496147,0.022031,0.001013,-0.174522,0.155112,-0.508787,0.022112,-0.678795,0.200644,-0.51493,0.881847,1.13805,0.352496,-0.114307,-0.038649,1
1.033551,-0.38259,0.766497,0.694778,-0.435549,1.056487,0.386717,-0.346797,0.050265,-0.04239,-0.383528,-0.792014,1.317911,0.323826,-0.257257,0.856888,0.857147,-0.159606,-0.078964,0.069211,1
0.830374,-0.798828,0.017915,0.782675,0.965614,1.013505,-1.100333,0.138786,0.309585,-0.619392,-0.13235,0.644679,0.747613,-0.656917,0.770114,-0.251144,-0.184677,0.634674,0.757052,-0.010336,1
-2.776352,0.699359,2.041354,-1.337591,-1.45067,-1.344541,1.204956,-0.326536,-1.342763,-0.504801,0.17091,1.156834,0.63051,1.919805,-0.12842,0.045732,2.012941,-0.277833,0.390021,-1.29724,0
-0.336211,0.385847,-1.959508,0.001666,1.35904,2.144256,0.070743,-1.384823,-1.536926,-1.022485,-1.822033,-1.06738,-1.931202,1.34563,-0.179557,-0.077747,-3.395961,-0.397367,1.018052,0.697495,0
0.681692,-0.916895,0.792421,0.60688,-1.690351,-0.106005,-0.236673,-0.200244,0.359755,-0.607259,-1.071136,-0.213346,-1.791605,0.02092,-0.297767,-0.139487,-0.912747,0.339432,-0.179557,0.255269,0
0.406529,0.214416,-0.466233,-0.274103,-0.306644,0.089066,0.297191,0.11785,1.078422,-0.984063,-0.584602,-0.049057,0.189885,0.465855,0.63198,0.397124,-0.005677,-0.100819,-0.04362,-0.400654,1
0.109836,0.069,0.578541,0.417667,1.209995,0.635265,1.494599,0.400825,-0.579138,0.794128,1.594252,-0.189401,-0.173995,0.562785,0.363017,-0.09154,0.760607,-0.163525,0.816185,-0.412788,1
0.343288,-0.280532,-1.776737,0.853797,-0.267705,-0.711056,-0.03129,-2.052078,-1.51347,-0.151589,-0.405284,-0.239951,-0.133637,-0.010717,-0.212098,-0.257055,-2.659176,-0.632516,-1.301722,-0.742435,0
-1.812943,0.271115,1.915618,0.569306,-1.448656,0.985732,0.66846,0.858043,3.968727,0.066809,0.891481,0.203695,-0.175318,-0.307565,-0.431916,1.449328,0.50719,-1.250434,-1.897808,-2.220117,0
-1.270017,-1.942146,-0.667799,1.520071,-1.764203,-0.717669,-1.605891,-0.301548,-1.634008,-0.543222,-0.074335,-1.969304,-2.003317,0.329211,0.034285,-4.390995,-0.261775,0.176134,-1.112089,-1.57498,0
-0.565626,-0.707442,0.701684,0.070104,1.174412,-0.526565,0.548653,0.006415,0.372786,-0.297862,-0.552299,0.012135,-0.880583,-0.162843,-0.47774,0.601391,-0.283228,1.083416,-0.499011,-0.558399,1
0.909761,-1.26576,-0.172633,1.024895,-0.160284,0.382003,0.729021,-0.080706,0.090662,-0.111819,0.033783,-0.263896,-0.33741,0.506916,0.087414,-0.348351,0.629206,-0.78079,1.620936,0.551884,1
0.495334,0.258442,0.80344,-2.184355,0.975013,1.175513,2.29309,-1.735335,1.636806,-0.987433,-0.311669,-0.641028,-0.044322,-0.454307,-0.141038,1.377079,1.485995,0.293708,0.146013,2.19203,0
-0.052301,0.949502,-0.266611,0.688739,-2.528229,2.080114,1.587416,-0.211725,-0.236419,-0.639614,-3.951443,0.066677,-1.923263,0.935023,-2.040379,-2.55128,-2.320617,0.143475,2.375389,-3.398487,0
0.99924,0.522592,-0.109117,0.687397,1.315401,-1.175259,-0.13069,-0.034781,0.216412,0.345199,0.242769,0.369313,0.879271,0.345366,-0.842997,0.03391,0.017118,-0.048564,0.143294,0.253247,1
-0.096032,-1.823411,-1.687296,0.007704,-1.598373,-2.71599,1.094366,-1.063353,-1.700467,-0.835768,-1.268255,1.114265,-1.757863,-0.676438,0.234181,-0.186777,0.670101,-0.984586,-0.081682,-1.862157,0
0.722058,0.397854,1.229256,-0.62502,0.094839,-0.263384,0.164877,-1.681981,-0.492481,-1.145839,0.253976,-0.477404,-0.12636,0.527783,-0.795182,-0.148025,0.569539,-0.102778,-0.178878,0.142016,0
-0.258842,0.625984,-0.119487,-0.16809,0.064627,1.172868,1.04302,-0.993115,0.863408,0.201622,-0.099387,0.468419,-0.107835,-1.198783,0.154488,0.229638,-0.119647,-0.074691,1.200888,0.136623,1
1.325534,0.343823,0.947323,1.171166,0.274096,0.008393,1.935645,1.797467,0.103041,1.393374,-0.60438,0.778372,-0.56103,1.265528,0.644598,-0.716163,0.478363,0.167643,-0.126542,0.429868,1
1.188289,-0.00771,-0.000881,-0.97057,-1.104911,1.080292,0.014131,1.095769,-2.12463,0.256222,0.693043,-1.751804,-1.681779,2.434073,0.934812,0.328159,-0.350269,2.321865,-0.439198,0.501325,0
-0.990817,-0.288537,-0.088377,-0.502233,-0.453005,0.504336,0.505865,-0.435269,-0.47098,-1.284697,0.23288,-0.088965,-0.487593,-0.351318,-0.131077,-1.420916,-0.149816,1.740526,-0.559503,0.421104,1
-0.66856,0.244434,0.06458,0.739062,0.11968,0.631959,0.46176,-0.527118,0.856892,-0.934856,0.716117,-0.668964,0.236197,0.74251,0.594126,-0.006812,0.218912,-0.170057,1.231474,0.061122,1
1.026824,-0.804831,-0.055971,-0.12649,0.930702,0.3906,0.259011,-0.061796,0.924003,-0.386165,-0.937306,-0.287176,0.166067,0.222184,-1.012344,-1.166075,1.117938,-0.161565,-0.083042,0.192576,1
1.750053,-0.595378,2.706976,-0.741098,-0.070991,1.690633,-0.526315,0.858718,-0.087865,-2.636877,-0.166632,0.914059,-0.136284,-0.564026,-0.576691,-0.852779,0.492441,-0.224925,0.428083,0.629409,0
0.12531,-1.494557,-0.206984,0.048633,-1.344592,1.486304,-2.093017,-0.065848,0.596921,-1.218638,0.852584,0.836904,-1.415817,-0.111686,0.457984,-1.037341,1.062293,0.031779,1.412271,-0.119544,0
-1.312402,0.275118,-0.445493,0.00502,-0.736997,-0.004832,0.709931,0.304924,0.012475,0.701781,-0.225306,0.675941,-0.193843,0.79434,0.237501,0.248686,0.257126,-0.501878,0.89299,-0.184934,1
-0.024718,-1.120344,-1.476008,-1.554985,-1.413744,-0.104021,-0.216924,-0.765519,0.794995,-0.266181,-0.305735,-0.545913,-1.820715,-0.258427,-1.365648,0.090395,0.009073,1.742485,-0.312097,1.397911,0
1.04297,-0.215162,-1.897288,-1.427501,1.60745,-1.763779,-0.679036,-0.255624,-1.156417,-0.621414,-0.198276,-0.046397,0.070797,-1.05608,1.004543,-0.269535,-0.094171,2.865973,-0.02119,-1.684188,0
-0.163309,-0.05507,-1.231666,0.35728,0.190845,1.01615,0.230705,1.652265,0.768281,0.126127,1.2666,0.251584,0.31228,-1.091756,-0.029469,0.280212,0.131088,-0.311799,0.449833,-0.561096,1
-0.655777,0.190403,-0.993157,-1.122209,-0.353641,-0.016735,-0.122791,1.953475,-0.39996,0.068157,-0.095432,-0.744124,1.144572,-1.128105,-0.283157,0.650651,3.480477,2.129174,-1.638168,0.692777,0
1.086027,-1.268428,-0.005418,0.978598,-1.49968,-0.226354,2.200273,0.902616,1.290829,-2.35242,-0.858195,-0.690248,-0.359243,-0.251696,1.704509,-0.81337,-2.657835,-0.439825,-1.039363,-1.575654,0
1.546876,-0.009711,-0.171337,0.155989,-1.796429,-1.085989,-1.638147,0.6838,-0.157581,-0.32415,-0.665691,-1.573548,0.224949,3.161048,0.071475,-0.090227,0.760607,-1.280481,-0.081682,1.583295,0
-0.293153,1.527831,0.076246,0.056685,-0.544312,0.563188,-0.209025,-0.388669,1.256297,0.046587,-1.595248,0.115231,-0.318885,0.160257,0.580844,0.451639,-0.090149,-0.060974,0.342443,-0.633227,1
-0.050956,-0.141119,2.082834,-0.007728,0.735332,0.007731,-0.788968,0.562236,0.676411,0.451027,0.397036,0.549565,0.789293,0.026305,-0.463129,0.374136,0.204163,2.218661,-0.353558,0.718393,1
0.539737,-0.081752,-1.201852,0.875268,-0.74371,1.418856,0.245187,0.359628,0.722672,0.019624,0.934992,0.069337,-0.342703,1.033973,-0.918041,0.707793,-0.045231,-0.017864,0.517123,0.715697,1
-1.094424,-0.827511,-0.563451,-0.857176,0.650738,2.516544,-0.858087,-1.398331,-0.6469,1.144643,-0.539113,-1.297517,1.370839,1.038685,-1.667152,0.082514,-0.174621,-0.217087,0.820263,0.028089,0
-1.845909,-0.223166,-0.127265,-0.135212,2.063314,-1.96414,0.005574,-2.272245,-0.098289,-0.468401,-1.911693,-0.849215,-0.439958,-1.791133,0.878363,-0.18415,0.682168,-0.625331,-0.505808,-0.304928,0
-0.503731,-0.83218,-1.231018,-3.120358,-1.217702,-0.379104,-3.483958,-0.221856,0.43729,-0.050479,1.673363,-0.414882,1.99605,-1.087717,-0.117131,1.213534,2.834198,-1.994418,-0.140136,1.621046,0
0.01363,-2.134255,1.715348,-0.253303,-0.6947,0.53806,0.228072,0.931657,1.146184,-1.714078,-0.355839,1.682291,-0.218984,0.04246,-0.902767,-0.194002,1.599295,-0.179855,2.253725,-1.666661,0
0.555884,-1.276433,2.631794,2.217208,1.428864,-1.002671,-0.701417,-0.539274,-1.34993,-3.319707,2.60226,0.812959,-0.409524,0.530475,-0.991093,0.556728,1.036818,-0.21774,-1.21948,0.661767,0
-0.433763,-0.007043,-0.097451,0.838365,1.185154,0.141306,-0.056963,-0.248195,-0.411037,0.367443,-0.106639,-0.543918,-0.118421,0.522398,0.834532,0.313709,1.534265,1.371473,-0.869441,0.009888,1
0.779917,-1.772049,-0.063101,0.331112,-0.11933,0.019634,-0.550671,0.125954,-0.085258,-1.045403,0.474828,-0.378964,-0.38306,-0.279967,1.119433,-0.348351,1.844667,0.218591,1.034365,0.371893,1
0.888233,-0.255184,0.102819,0.257976,-0.747739,-0.028638,-0.692859,-0.924229,-0.070924,-0.340328,0.850607,-0.564537,0.56435,0.613943,0.573539,0.858859,0.386516,-0.449623,0.018232,-0.515929,1
0.204697,-0.408605,-0.383921,1.233566,0.741374,0.405147,-0.386102,0.123253,-0.065712,0.021646,1.148592,-0.258575,0.860085,0.239012,0.387589,0.466089,0.408639,-0.576342,-0.153729,0.470315,1
0.385673,-0.027722,-0.056619,0.082853,0.48088,-0.160228,0.44662,-0.067199,-0.351093,-1.085173,0.05488,0.193052,-0.082694,1.147058,-0.690253,-0.377908,0.622502,0.26954,-0.172761,-0.09595,1
-1.759122,0.007632,-3.4813,-0.374078,-1.05053,-1.578626,-1.855378,-0.11785,-2.2165,0.699758,-1.667766,1.545273,-0.38306,-2.067787,0.944109,-0.298434,-0.04322,-0.254972,0.982029,-1.023545,0
-0.242696,-0.093759,-0.585488,-0.1956,-0.465761,-0.104682,-0.717216,0.970152,0.891425,-0.221692,-0.780403,1.28587,0.703947,-1.262057,0.791365,-0.229469,1.145425,-0.008066,0.477021,-0.089882,1
-0.26557,0.301133,0.023748,-0.312348,0.377488,1.381825,-0.078028,-1.202477,0.270492,0.560901,0.080591,0.62273,0.742982,0.004092,0.31985,-0.242606,0.243047,0.485093,-0.146932,0.305155,1
-0.768803,2.443687,0.086616,2.691584,-0.741696,-0.281238,0.036513,-1.53948,3.083261,-0.988781,1.142659,0.42585,0.994389,1.401499,-0.277844,-1.126667,-0.162553,2.668709,0.770646,-0.016403,0
-0.735837,0.716036,-0.138283,-0.847783,-0.091804,1.272718,-0.18401,0.92828,0.824315,0.757054,-0.436928,-0.20869,0.704609,0.012169,-0.025484,-1.776905,-0.159201,-0.204676,0.763849,-0.695247,1
-1.311056,1.748624,-2.124131,0.82092,-0.970636,1.848674,-0.47102,0.566288,-0.122397,-2.913919,0.561851,-1.530314,0.396965,-0.441517,0.943445,1.219445,2.026349,-1.209283,0.069208,0.881531,0
1.309387,2.262917,-2.369769,-1.185951,-1.238515,-1.315446,0.013473,0.517662,2.978361,1.114984,0.87434,0.528946,0.042348,0.278053,-1.076098,-0.419943,-0.297977,0.007611,1.268857,-1.743511,0
2.15977,-1.170373,1.213701,0.480067,1.033423,0.923574,0.349195,-0.471063,0.359755,0.049957,-0.154106,0.053374,-0.115774,-0.09755,-0.134397,0.087111,-1.231194,-0.136091,-1.111409,-1.451615,1
0.249773,0.762062,0.548079,0.706855,-0.714841,0.099646,0.117481,-0.053016,-0.724435,0.322955,-0.269476,-0.06502,1.229919,0.238339,-0.517586,1.721246,-0.49642,0.311345,-0.233253,1.320387,1
-0.003189,-0.246513,3.41343,-0.386826,0.327135,-3.407005,-0.209025,1.706293,-0.015542,-1.100676,-0.117187,-0.92105,-0.606019,-0.253715,0.950086,0.553444,-2.153684,-0.480323,-0.068768,-2.24843,0
-0.071812,0.434542,-1.307496,-1.548946,2.063986,1.353391,-0.247863,-0.277911,-0.930327,-0.134737,0.798525,1.389631,-1.137283,0.939735,0.080773,-2.465238,2.170488,-0.636435,0.84949,2.227759,0
1.53342,0.433208,1.651184,0.410957,-0.626891,-0.356622,-1.22014,0.331263,1.00675,0.59393,0.610636,-0.082314,-0.547137,-2.138465,-0.813777,-0.413375,-0.252389,0.10363,-0.754573,0.088761,0
-0.047592,-0.056405,0.148836,0.667268,-0.727597,-0.089473,1.496574,1.044442,-0.348487,-0.135411,0.983777,0.39991,0.210394,-0.209289,0.731596,0.335384,0.50719,-0.199451,1.389842,-1.262186,1
-0.675287,-0.94958,-1.694426,1.5194,2.619214,1.469773,1.663776,-2.244555,0.007263,-0.708369,-0.965655,-0.190066,0.258691,-0.891838,-0.271203,-0.102049,-0.291273,0.057907,-1.193652,-1.78261,0
0.182496,0.415197,-1.240092,-1.1363,1.150242,-0.285867,0.946253,-0.284664,-1.269788,-2.183903,-0.664373,0.068007,0.896473,-0.167555,0.122611,-0.967063,0.177347,-2.144652,-1.694582,1.086465,0
0.360107,-1.199056,-0.882976,0.113717,0.79777,-0.406216,-1.352454,-0.816847,0.013127,-0.413127,0.099709,-0.949651,-0.121067,-1.996436,-1.090709,-1.2022,-1.309632,0.608546,-1.08898,-1.60936,0
-0.490948,-1.625965,2.913727,-0.145277,-0.168341,-3.729037,2.695956,-1.9528,-0.120442,-0.098338,0.654806,0.900092,-0.520673,0.202663,-1.394205,-1.914835,1.270122,0.384502,0.171161,1.118149,0
0.697838,-0.06641,-0.232261,0.174105,0.717205,0.793306,1.553844,1.62525,-0.37064,0.07355,-0.433632,0.541583,-0.016534,0.640195,0.801991,-0.969033,0.552108,2.45381,-0.183636,-0.051457,1
-1.228305,-1.513902,-0.056619,-3.244487,-0.240178,0.747018,-0.378861,-1.024857,1.449157,-1.03327,1.058273,-1.467792,1.077751,-0.912032,0.007057,2.354407,-0.283228,-1.87815,-0.124503,1.288703,0
-2.959346,-1.833417,0.712702,-0.61764,1.589994,1.623185,-0.049063,-1.326067,0.060039,1.975095,-1.208922,-1.308159,-0.115774,-0.286698,-0.105841,-1.181839,1.907015,2.091289,-1.006738,2.088889,0
-2.507243,-0.189147,-0.129209,0.402235,0.917275,0.698746,-0.161629,0.257649,-1.381204,-1.085173,-0.243106,-0.745454,-0.090633,-0.744423,-0.643766,-0.035055,0.010413,1.12326,-0.768167,-0.699965,0
-1.527016,1.980089,0.485211,-1.345642,0.683636,-1.218902,-0.933131,-0.01317,-0.092425,-0.038346,0.689747,-1.772424,0.924921,-1.272827,-0.717482,3.349469,-0.111602,-0.462686,-0.815066,-0.002246,0
1.524674,0.473231,0.161798,-0.425071,0.218372,-0.121214,0.410415,0.300872,-0.782424,-0.112493,0.748421,-0.601785,-0.093941,-0.038988,0.591469,0.14294,-0.297977,-0.231457,-0.207425,1.385777,1
0.860649,-1.536581,2.787343,-0.296245,-1.551376,0.64849,-0.365037,-1.072808,-0.068318,-0.56277,-0.077631,-0.094286,-1.032089,-0.144669,2.826183,-1.15688,-0.277865,-1.037494,2.044381,-2.351571,0
-0.353703,-1.531912,1.039356,-0.587446,0.227771,-0.719652,1.166118,-1.054573,-1.92786,-0.331565,0.772155,-0.422863,3.835958,0.57894,0.736908,-1.175271,-0.363007,-3.525497,-0.713112,-0.158643,0
2.6112,1.098253,0.213,-0.843757,-1.83604,0.588977,2.561667,0.490648,-0.224691,-1.443777,-1.115307,-0.393597,-0.625206,-0.598355,-0.318354,0.068721,-0.67542,0.115387,-0.143534,0.369197,0
-0.025391,-0.433286,0.323829,0.7867,-0.057564,-0.911417,-1.166161,-1.117381,-0.125003,1.146665,0.432636,-2.173501,-0.690042,1.167925,-0.243975,-0.942104,-1.317007,-1.932365,1.482959,1.431617,0
0.27332,0.858117,0.013378,-0.318387,0.731304,1.309748,0.077984,-0.03208,0.007263,0.134216,1.048384,0.715184,-1.025473,-0.214001,-0.204128,0.709764,-0.136407,0.168296,0.872599,0.611207,1
