A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,Class
-0.131252,0.587234,1.578637,0.419879,0.994584,0.95359,0.607499,1.131849,1.036767,1.79596,-0.131252,0.738777,0.718276,0.518033,0.780059,0.392805,0.982674,1.074826,0.964375,1.036653,-0.131252,0.26258,0.067055,0.28724,0.557599,0.424652,0.280686,0.442706,0.392171,0.05162,-0.131252,0.45111,1.049984,0.14252,1.019018,0.865302,0.484795,0.976135,1.121869,1.043905,3
-0.200087,0.232034,1.020364,0.324303,0.655512,0.661435,0.432718,0.629624,0.850351,1.257299,-0.200087,0.529611,0.498544,0.532425,0.662196,0.083982,0.757609,0.796421,0.680817,0.700768,-0.200087,0.140941,-0.036285,0.173865,0.214814,0.058761,0.135814,0.266922,0.241702,0.027106,-0.200087,0.218334,0.804809,0.156399,0.878498,0.689206,0.161803,0.772469,0.809158,0.723601,3
-0.667182,-0.084239,0.985273,0.133151,0.469022,0.558057,0.063182,0.498412,0.596148,1.290965,-0.667182,0.28153,0.47182,0.402895,0.528961,0.40541,0.55812,0.629378,0.618788,0.755314,-0.667182,0.235549,0.070094,0.449745,0.577299,0.611575,0.280686,0.389562,0.491164,0.042427,-0.667182,0.123107,0.874427,0.295184,0.956564,1.041398,0.44823,0.966662,1.012669,1.008316,3
-0.814686,-0.303198,0.841717,0.054952,0.29101,0.414227,-0.001737,0.444118,0.613095,1.214451,-0.814686,0.106414,0.234273,0.143836,0.313734,-0.016859,0.430242,0.5223,0.530176,0.614644,-0.814686,-0.115852,-0.157861,0.022697,0.289675,0.460446,-0.105639,0.217865,0.384252,-0.028051,-0.814686,-0.040895,0.735192,-0.010143,0.909724,0.824213,0.094767,0.82457,0.888577,0.804486,3
-0.662265,-0.108568,0.68221,0.133151,0.524122,0.607499,0.033219,0.430544,0.591911,1.033877,-0.662265,0.062635,0.207549,0.057482,0.329107,-0.067279,0.36886,0.560848,0.508023,0.606032,-0.662265,-0.260017,-0.194334,-0.068003,0.171473,0.18205,-0.16271,0.0012,0.13083,-0.132235,-0.662265,-0.151992,0.680709,-0.280773,0.665116,0.630507,-0.07587,0.526176,0.660248,0.675071,3
-0.834353,0.013076,0.720492,0.224383,0.460546,0.472658,0.163056,0.435069,0.613095,1.137936,-0.834353,0.10155,0.219426,0.107855,0.277863,-0.111397,0.363745,0.535149,0.516884,0.623257,-0.834353,-0.413191,-0.197373,-0.256963,0.017811,-0.040666,-0.399773,-0.101,0.00016,-0.135299,-0.834353,-0.025023,0.550555,-0.197502,0.561027,0.360494,0.046013,0.511966,0.650321,0.620069,3
-0.268922,0.733207,0.781104,0.954236,0.897101,0.944601,1.161804,1.07303,1.244366,1.229753,-0.268922,0.71932,0.777663,0.647562,0.610952,0.128099,1.2282,1.05341,0.942222,1.111294,-0.268922,0.127426,-0.027167,0.245669,0.305435,0.364996,0.175324,0.213777,0.297138,-0.000472,-0.268922,0.705048,1.180138,0.538057,1.331284,0.95922,0.880917,1.336103,1.375017,1.263911,3
-0.07225,0.290423,1.320236,0.285204,0.918292,0.827738,0.427724,1.009687,0.9944,1.624568,-0.07225,0.675541,0.596533,0.518033,0.703192,0.35499,0.675767,0.826403,0.822596,0.789763,-0.07225,0.55992,-0.033246,0.812547,0.943725,1.072916,0.693351,0.716604,0.811901,-0.080143,-0.07225,0.710338,1.177111,0.5103,1.336489,1.076617,0.759033,1.426095,1.394871,1.286559,3
-0.416426,-0.595143,0.771534,-0.379484,0.333394,0.504121,-0.236443,0.154546,0.363128,1.171603,-0.416426,0.257208,0.317414,0.179816,0.323983,-0.073581,0.409781,0.552282,0.512454,0.540003,-0.416426,0.429271,0.006267,0.61225,0.833403,0.893947,0.561649,0.647107,0.776264,0.146611,-0.416426,0.17072,0.792702,-0.024021,0.737978,0.730295,0.07039,0.687214,0.843904,0.817428,3
-0.268922,0.115256,0.832146,0.38078,0.782664,0.751329,0.267925,0.751787,0.841878,1.055301,-0.268922,0.510154,0.430249,0.561209,0.518712,0.222637,0.721803,0.74074,0.663094,0.723735,-0.268922,0.185993,0.057937,0.166306,0.502438,0.595666,0.127034,0.459058,0.451567,0.03017,-0.268922,0.133688,0.819943,0.087007,0.800431,0.912261,0.161803,0.739314,0.898504,0.83684,3
0.085087,0.689415,1.288335,0.485044,1.231934,0.87718,0.847198,1.208767,1.057951,1.921443,0.085087,0.947944,0.887529,0.474856,0.918419,0.17852,1.023595,1.190471,1.008681,1.128518,0.085087,0.487838,0.386192,0.5669,0.742782,0.750772,0.570429,0.716604,0.800022,0.431586,0.085087,0.498723,1.385963,0.066189,1.253218,1.147055,0.472606,1.217693,1.355162,1.296265,3
-0.185336,0.095793,0.752393,0.250449,0.460546,0.540078,0.467674,0.629624,0.769853,1.278723,-0.185336,0.408003,0.465882,0.266169,0.3906,0.121797,0.512084,0.595113,0.618788,0.723735,-0.185336,0.136436,-0.090994,0.098281,0.262094,0.293409,0.091913,0.258746,0.312977,-0.034179,-0.185336,0.191882,0.865346,-0.024021,0.842067,0.853562,-0.008834,0.706159,0.714849,0.707425,3
-0.829436,0.450993,1.307476,0.602342,0.9522,0.935611,0.607499,1.208767,1.138448,1.685779,-0.829436,0.500425,0.685613,0.575601,0.662196,0.266755,1.069631,0.980597,0.884624,1.036653,-0.829436,-0.327594,-0.410132,-0.162483,-0.072811,0.162165,-0.311972,-0.178672,-0.031518,-0.365118,-0.829436,0.101945,0.898641,0.100885,0.894111,0.888781,0.344628,0.928771,1.052378,1.060082,3
-0.352507,1.195453,1.6552,0.88907,1.159881,1.061463,1.096885,1.163521,1.27826,1.792899,-0.352507,0.933351,0.905345,0.676347,0.913294,0.418015,1.182164,1.121941,0.933361,1.142873,-0.352507,-0.196944,-0.255122,-0.13225,-0.096451,-0.167932,-0.17149,-0.129616,-0.130511,-0.211905,-0.352507,0.615112,1.059064,0.482543,1.13872,0.865302,1.039366,1.288739,1.285671,1.386856,3
-0.07225,-0.103702,0.714111,0.037575,0.574982,0.634467,0.16805,0.593428,0.841878,1.272602,-0.07225,0.694998,0.436188,0.46766,0.472592,-0.054674,0.645077,0.792138,0.698539,0.649094,-0.07225,0.510363,-0.157861,0.366603,0.333015,0.30534,0.416777,0.446794,0.431769,-0.132235,-0.07225,0.186591,0.69887,-0.024021,0.764,0.730295,0.058202,0.616168,0.863759,0.707425,3
-0.785185,0.110391,0.615217,0.406846,0.541075,0.576036,0.138088,0.389823,0.841878,0.966544,-0.785185,0.325309,0.560901,0.359718,0.477716,0.25415,0.650192,0.67221,0.623219,0.832825,-0.785185,-0.489779,-0.534747,-0.294755,-0.167372,-0.020781,-0.307582,-0.219553,-0.114672,-0.386567,-0.785185,-0.278961,0.284192,-0.287712,0.316418,0.325275,-0.069776,0.294091,0.451774,0.432417,3
0.237508,1.214916,1.390419,1.136699,1.18955,1.326649,1.231716,1.362602,1.528227,1.79902,0.237508,1.210618,1.012241,1.180073,0.90817,0.518856,1.524876,1.318965,1.039696,1.266317,0.237508,0.618487,0.100488,0.634925,0.348776,0.337156,0.59238,0.336418,0.372373,0.137419,0.237508,0.794984,1.525198,0.96135,1.549871,1.540336,1.136873,1.449777,1.41969,1.373914,3
-0.460677,0.373141,1.533975,0.4807,1.075113,0.967074,0.537587,1.082079,0.956269,1.514387,-0.460677,0.53934,0.774694,0.59719,0.764685,0.298267,1.084976,1.079109,0.893486,1.039524,-0.460677,0.005787,0.048818,0.211656,0.455157,0.404767,0.091913,0.303714,0.388212,0.125162,-0.460677,0.144268,0.792702,0.128642,0.940951,0.95922,0.399476,0.909825,1.161579,1.04714,3
-0.637681,-0.059911,0.991653,0.120118,0.689419,0.751329,0.008251,0.652247,0.782564,1.122633,-0.637681,0.31558,0.439158,0.395699,0.692943,0.317175,0.506968,0.847819,0.809304,0.703639,-0.637681,-0.115852,0.003227,-0.015095,0.388176,0.281477,-0.14076,0.209689,0.178347,-0.132235,-0.637681,-0.12025,0.75638,-0.225259,0.784818,0.818343,-0.057588,0.63985,0.774413,0.720366,3
-0.834353,-0.084239,0.768344,-0.023246,0.388493,0.328828,-0.201486,0.480314,0.481756,1.039998,-0.834353,0.159922,0.477759,0.280561,0.528961,0.25415,0.425127,0.693626,0.627649,0.761055,-0.834353,-0.444727,-0.151782,-0.2683,-0.03341,-0.064528,-0.408553,-0.166408,-0.075075,-0.077079,-0.834353,-0.453544,0.459749,-0.426497,0.34244,0.489631,-0.289167,0.24199,0.317755,0.41624,3
-0.362341,-0.707056,0.321725,-0.296941,-0.0523,0.364785,-0.186505,-0.076206,0.28263,0.978786,-0.362341,0.033449,-0.16362,-8.6e-05,-0.085973,-0.388708,0.312594,0.179648,0.290923,0.293114,-0.362341,0.280601,-0.559062,0.38172,0.175413,0.436583,0.443118,0.205601,0.312977,-0.37431,-0.362341,-0.072637,0.126797,-0.176684,0.165489,0.10809,-0.197754,0.066743,0.158918,0.131526,3
-0.450843,0.489919,1.017174,0.554554,0.812333,0.904148,0.447699,0.842278,1.01982,1.303207,-0.450843,0.626898,0.528238,0.705131,0.662196,0.071377,0.747379,0.813554,0.764998,0.686414,-0.450843,0.041828,0.054897,0.083164,0.352716,0.333179,-0.118809,0.234217,0.312977,-0.064822,-0.450843,0.101945,0.850212,0.114764,0.873293,0.994439,0.210556,0.748787,0.903468,0.898312,3
-0.44101,1.073809,1.125638,1.02809,1.024252,0.998537,1.136835,0.950867,1.261313,1.388903,-0.44101,0.826335,0.899406,0.676347,0.641699,0.323478,1.335617,1.079109,1.021973,1.292154,-0.44101,-0.093326,0.018424,0.003801,0.159653,0.201936,-0.057348,0.132017,0.202105,0.060812,-0.44101,0.609821,1.343587,0.302123,1.159538,0.94748,0.941859,1.217693,1.315453,1.474211,3
-0.31809,0.090928,0.813006,0.146184,0.676704,0.66593,0.113119,0.493888,0.79951,1.098149,-0.31809,0.330173,0.400556,0.374111,0.421347,0.033562,0.379091,0.466619,0.450425,0.4912,-0.31809,-0.160903,-0.051482,-0.045328,0.069031,0.038876,-0.057348,0.0012,0.055596,-0.034179,-0.31809,-0.083218,0.686762,0.128642,0.654707,0.847692,0.119144,0.436184,0.575866,0.519772,3
-0.249255,0.412067,0.698161,0.558899,0.621605,0.576036,0.722355,0.697492,0.765617,1.030816,-0.249255,0.549068,0.531207,0.474856,0.411098,0.134402,0.721803,0.685059,0.63651,0.804117,-0.249255,0.059849,-0.048443,0.090722,0.238454,0.233752,0.069963,0.283274,0.344655,0.137419,-0.249255,0.345303,0.853239,0.32988,0.982587,0.788994,0.375099,0.919298,0.913395,0.853017,3
0.085087,0.241766,1.17349,0.163561,0.672466,0.80976,0.24795,0.756312,0.824931,1.333813,0.085087,0.398274,0.412433,0.316542,0.569956,0.25415,0.486508,0.710758,0.720692,0.649094,0.085087,0.370704,-0.018049,0.525329,0.64428,0.627483,0.64067,0.610315,0.598076,0.119033,0.085087,0.45111,0.835078,0.316001,0.930542,0.730295,0.637149,1.047182,1.146688,1.014786,3
-0.003415,0.407201,1.422321,0.076674,0.519883,0.373775,0.457687,0.593428,0.587674,1.450115,-0.003415,0.699863,0.566839,0.294954,0.467467,-0.029464,0.634846,0.616529,0.618788,0.712252,-0.003415,0.375209,-0.097073,0.321253,0.266034,0.20989,0.386047,0.348682,0.316937,-0.034179,-0.003415,0.58866,0.901668,0.350697,1.050244,0.865302,0.515266,0.971399,1.102015,1.018022,3
-1.104777,-0.527023,0.509943,-0.227431,0.286771,0.526594,-0.316342,0.226939,0.498703,0.798212,-1.104777,-0.015194,0.305537,-0.014479,0.395725,0.147007,0.322824,0.586547,0.565621,0.649094,-1.104777,-0.363635,-0.276398,-0.124691,0.017811,0.162165,-0.360262,-0.101,0.063515,-0.202713,-1.104777,-0.416511,0.450669,-0.384861,0.535004,0.595288,-0.38058,0.450393,0.560975,0.484183,3
-0.401675,0.441262,1.569067,0.163561,0.888624,0.66593,0.1281,1.091128,0.943559,1.887777,-0.401675,0.515018,0.584655,0.410091,0.549458,0.071377,0.691113,0.882084,0.667525,0.930433,-0.401675,0.176983,0.006267,0.313695,0.388176,0.186027,0.184105,0.242393,0.336735,0.079198,-0.401675,0.239495,0.844158,0.073128,0.914929,0.671597,0.624961,0.990345,1.171506,1.115083,3
-0.775351,0.806193,1.607348,0.737018,1.104782,0.886169,0.54258,1.059457,1.223183,1.768415,-0.775351,0.694998,0.733123,0.554013,0.728814,0.216335,0.839451,0.963464,0.959945,1.016557,-0.775351,-0.453738,-0.252083,-0.31743,-0.222533,-0.299176,-0.430503,-0.301313,-0.312657,-0.328347,-0.775351,0.398206,1.019715,0.288244,1.102289,0.812473,0.880917,1.165592,1.295598,1.25097,3
0.099838,0.577503,1.387229,0.511111,0.947961,0.782792,0.762305,0.928245,1.066424,1.575598,0.099838,0.806878,0.638104,0.712327,0.739063,0.247847,0.936638,0.843536,0.773859,0.781151,0.099838,0.26258,-0.051482,0.245669,0.163593,0.110463,0.342147,0.279186,0.27734,0.033234,0.099838,0.583369,0.904695,0.295184,0.940951,0.812473,0.466512,0.886143,1.067269,1.00508,3
-0.618014,0.601831,1.205392,0.541521,0.960676,0.80976,0.562555,0.955392,1.206236,1.474599,-0.618014,0.592847,0.721245,0.345326,0.626325,0.008351,0.854796,0.967747,0.880194,0.987849,-0.618014,-0.187934,-0.081876,-0.052887,0.132072,0.249661,-0.14515,0.033905,0.202105,-0.015794,-0.618014,0.292399,1.204352,-0.079535,1.065858,0.818343,0.496983,1.028236,1.141724,1.270382,3
-0.514761,0.095793,1.186251,0.246104,0.663989,0.710876,0.113119,0.602477,0.947796,1.376661,-0.514761,0.553933,0.768755,0.431679,0.708316,0.424318,0.772954,1.019145,0.875763,0.982107,-0.514761,0.032818,-0.306792,0.162527,0.155713,0.265569,0.078743,0.058433,0.186266,-0.27319,-0.514761,0.012009,0.502125,0.093946,0.618276,0.454412,0.344628,0.606695,0.699958,0.678306,3
-0.844187,0.728341,1.757284,0.771773,1.117497,1.03,0.772292,1.308307,1.223183,1.884716,-0.844187,0.656084,0.923161,0.374111,0.67757,0.424318,1.141243,1.031994,0.915639,1.228997,-0.844187,-0.422202,-0.72623,-0.196496,-0.285574,0.034898,-0.259291,-0.317665,-0.075075,-0.475431,-0.844187,0.02259,0.623199,0.038432,0.607867,0.51898,0.362911,0.663532,0.824049,0.895077,3
-0.524595,0.154182,1.40956,0.115773,0.752995,0.65694,0.153069,0.638673,0.672409,1.511326,-0.524595,0.417731,0.504483,0.438875,0.610952,0.291965,0.553004,0.685059,0.698539,0.66919,-0.524595,0.167972,-0.0606,0.257007,0.344836,0.285454,0.210445,0.31189,0.285259,-0.141428,-0.524595,0.329432,0.632279,0.302123,0.618276,0.677466,0.685903,0.800888,0.972959,1.04714,3
-0.229587,0.606697,1.833847,0.38078,1.104782,0.872685,0.707374,1.059457,0.918139,1.792899,-0.229587,0.709591,0.83408,0.532425,0.903045,0.43062,0.854796,0.954898,0.911208,0.936175,-0.229587,0.267085,-0.051482,0.33637,0.336956,0.273523,0.346537,0.405914,0.41197,0.054684,-0.229587,0.519885,0.825997,0.378454,0.940951,0.712686,0.618867,0.938244,1.092087,1.04714,3
0.198174,0.543442,1.288335,0.424223,0.964915,1.038989,0.692392,1.22234,1.231656,1.777596,0.198174,0.738777,0.780632,0.611582,0.836428,0.361293,0.936638,0.98488,0.862471,0.901725,0.198174,0.681559,0.319325,0.710509,0.975246,0.913833,0.842613,0.986413,1.009887,0.453036,0.198174,0.636273,1.379909,0.503361,1.445782,1.276192,0.85654,1.430831,1.429617,1.312442,3
-0.042749,0.441262,0.592886,0.41119,0.833525,1.061463,0.632468,0.720115,0.697829,0.984907,-0.042749,0.641491,0.575747,0.158228,0.616076,0.25415,0.839451,0.899217,0.884624,1.02804,-0.042749,0.352683,0.067055,0.510212,0.675801,0.782589,0.504579,0.520379,0.677271,0.103712,-0.042749,0.271237,1.059064,-0.017082,0.883702,0.918131,0.326346,0.876671,1.037487,1.082729,3
-0.57868,0.36341,1.585017,0.319959,0.884385,0.728855,0.362806,0.819655,0.791037,1.728627,-0.57868,0.403138,0.742031,0.525229,0.831303,0.581881,0.742264,0.847819,0.804873,0.970624,-0.57868,-0.115852,-0.087955,-0.022653,0.120252,0.130348,-0.101249,0.058433,0.099153,-0.040308,-0.57868,0.244786,0.980366,0.038432,0.821249,0.771384,0.423853,0.800888,0.819086,1.034199,3
-0.465594,-0.400513,0.567365,-0.275219,0.117236,0.355796,-0.236443,0.150022,0.494466,0.920635,-0.465594,0.1356,-0.02406,0.035894,-0.02448,-0.250052,0.184716,0.226762,0.259909,0.31608,-0.465594,-0.124862,-0.309831,-0.045328,0.033571,0.082623,-0.004668,0.095225,0.178347,-0.089336,-0.465594,-0.294832,0.677682,-0.294651,0.774409,1.006179,-0.289167,0.502493,0.694994,0.639481,3
-0.554096,-0.322661,0.567365,-0.131855,0.155381,0.409732,-0.226455,0.064055,0.613095,0.969605,-0.554096,0.125871,0.439158,0.086267,0.467467,0.22894,0.194946,0.565131,0.570051,0.606032,-0.554096,-0.124862,-0.291595,0.018918,0.206933,0.233752,0.026063,0.140193,0.174387,-0.132235,-0.554096,-0.167864,0.496071,-0.204441,0.675524,0.554199,-0.063682,0.521439,0.585793,0.568303,3
-0.136168,0.635892,1.489313,0.611031,1.066636,0.751329,0.672417,1.063981,1.125738,1.832687,-0.136168,0.680405,0.807356,0.453268,0.493089,0.20373,0.931523,0.912066,0.756137,1.082586,-0.136168,0.185993,0.136961,0.245669,0.321195,0.158188,0.188495,0.266922,0.297138,0.115969,-0.136168,0.541046,1.119601,0.371515,0.95136,0.853562,0.832163,0.966662,1.23107,1.231557,3
-0.042749,0.674818,1.377659,0.593654,1.024252,0.908643,0.767298,1.07303,1.096081,1.667416,-0.042749,0.670677,0.733123,0.676347,0.651947,0.348688,0.916178,0.899217,0.809304,0.979237,-0.042749,0.370704,0.209907,0.400616,0.537899,0.416698,0.267516,0.446794,0.499084,0.164997,-0.042749,0.519885,1.207379,0.378454,1.211582,1.287932,0.691997,1.089809,1.365089,1.328619,3
-0.755684,0.134719,0.66945,0.476356,0.596174,0.65694,0.297887,0.502937,0.875771,1.085906,-0.755684,0.378817,0.522299,0.424483,0.411098,0.25415,0.721803,0.616529,0.63651,0.81273,-0.755684,-0.417697,-0.473959,-0.238067,-0.187073,-0.028735,-0.237341,-0.190936,-0.082994,-0.392696,-0.755684,-0.173154,0.493045,-0.183623,0.456938,0.395713,0.015542,0.450393,0.521266,0.548891,3
-0.83927,0.480188,0.895949,0.754395,0.829286,0.670424,0.562555,0.720115,1.079134,1.220572,-0.83927,0.451782,0.718276,0.388503,0.63145,0.235242,0.865026,0.877801,0.813735,0.99072,-0.83927,-0.449233,-0.373659,-0.2683,0.029631,0.201936,-0.276851,0.033905,0.103112,-0.190456,-0.83927,0.033171,0.750326,-0.03096,0.711956,0.560069,0.33244,0.777206,0.858795,0.862723,3
-0.180419,0.918105,1.916791,0.65013,1.172596,0.976063,0.917111,1.353552,1.121501,2.150987,-0.180419,0.952808,0.851897,0.402895,0.575081,-0.023161,1.289581,1.049127,0.920069,1.148614,-0.180419,0.285106,0.109606,0.28724,0.392116,0.297386,0.258735,0.324154,0.376333,0.10984,-0.180419,0.773823,1.234621,0.343758,1.055449,0.788994,1.106402,1.293475,1.375017,1.438622,3
-0.539345,0.446127,1.683911,0.467667,1.155643,0.971569,0.437712,1.240439,1.210473,1.900019,-0.539345,0.60744,0.902375,0.482052,0.841552,0.670116,0.865026,1.06626,1.052987,1.174451,-0.539345,0.032818,-0.066679,0.177644,0.372416,0.452492,0.153374,0.360946,0.507003,0.177254,-0.539345,0.292399,0.886534,0.135581,0.862884,0.53659,0.600584,0.933508,1.057342,1.040669,3
-0.396758,0.20284,0.886379,0.259137,0.494453,0.306354,0.402756,0.462216,0.519887,1.095088,-0.396758,0.597712,0.569809,0.402895,0.462343,0.241545,0.854796,0.732174,0.747276,0.895983,-0.396758,-0.021244,-0.176098,0.128514,0.348776,0.504194,0.109474,0.152457,0.217944,-0.123042,-0.396758,0.17072,0.804809,0.177217,0.90452,0.894651,0.113049,0.796151,0.819086,0.759191,3
-0.323007,0.538577,1.297905,0.424223,0.791141,0.787286,0.422731,1.000637,1.113028,1.600083,-0.323007,0.549068,0.676705,0.417287,0.626325,0.32978,0.624616,0.826403,0.796012,0.893112,-0.323007,-0.034759,-0.166979,0.068047,0.096612,0.197959,0.030453,0.091137,0.261501,-0.009665,-0.323007,0.213043,0.977339,0.14946,0.972178,0.718555,0.472606,0.933508,0.963032,0.96302,3
-0.003415,0.645623,1.41594,0.237416,0.935246,0.989547,0.402756,1.195193,1.057951,1.682719,-0.003415,0.806878,0.765786,0.518033,0.836428,0.3802,0.675767,1.010579,0.906777,0.904596,-0.003415,0.429271,0.310207,0.540446,0.805823,0.798497,0.552869,0.728868,0.748546,0.339659,-0.003415,0.414077,0.934963,-0.024021,1.008609,0.812473,0.539642,1.104019,1.141724,1.105377,3
0.045753,0.324484,1.358518,0.267826,0.947961,0.719866,0.517612,1.059457,0.880008,1.74393,0.045753,0.612305,0.269905,0.280561,0.354729,-0.105094,0.726918,0.67221,0.676386,0.692156,0.045753,0.352683,-0.236886,0.479979,0.411817,0.436583,0.64506,0.426354,0.483245,-0.067886,0.045753,0.583369,1.034849,0.260487,0.935747,0.683336,0.66762,1.00929,1.052378,0.992139,3
-0.273839,0.421799,1.052265,0.376435,0.74028,0.823244,0.407749,0.801557,1.036767,1.333813,-0.273839,0.519882,0.869713,0.561209,0.774934,0.487343,0.732033,0.963464,0.831457,0.987849,-0.273839,0.469817,0.124803,0.415733,0.533959,0.488285,0.298246,0.45497,0.41197,-0.006601,-0.273839,0.620402,1.213433,0.482543,1.190764,0.95922,0.777316,1.198747,1.161579,1.16685,3
-0.411509,0.358544,0.998033,0.463323,0.960676,0.791781,0.392768,0.950867,0.880008,1.214451,-0.411509,0.592847,0.421341,0.625974,0.58533,0.102889,0.849681,0.83497,0.716261,0.74096,-0.411509,0.073364,0.036661,0.113398,0.474858,0.520102,0.034843,0.410002,0.404051,0.070005,-0.411509,0.123107,0.965232,0.045371,0.914929,1.258583,0.119144,0.829306,1.032523,1.034199,3
-0.71635,0.134719,1.090547,0.193972,0.702134,0.890664,0.188025,0.769885,0.73596,1.150179,-0.71635,0.305852,0.403525,0.496444,0.523836,0.153309,0.824106,0.82212,0.747276,0.809859,-0.71635,-0.169914,-0.069718,0.139852,0.466978,0.53601,0.004112,0.307802,0.459487,0.122097,-0.71635,-0.072637,0.59293,-0.065656,0.779613,0.818343,0.210556,0.815097,1.007705,0.840075,3
-0.726184,0.178511,0.959752,0.34168,0.570744,0.603004,0.123106,0.502937,0.820694,1.404206,-0.726184,0.291259,0.397587,0.345326,0.334232,-0.042069,0.553004,0.650794,0.552329,0.789763,-0.726184,-0.269027,-0.145704,-0.086899,0.061151,0.01899,-0.311972,-0.113264,0.015999,-0.129171,-0.726184,-0.009152,0.75638,-0.03096,0.784818,0.695076,0.283687,0.767733,0.967996,0.891842,3
-0.19517,0.82079,1.610538,0.815216,1.397231,0.904148,0.887148,1.353552,1.22742,1.915322,-0.19517,0.738777,1.006302,0.561209,0.985037,0.3802,1.115667,1.288983,1.035265,1.257705,-0.19517,0.285106,0.234222,0.351486,0.581239,0.353065,0.223615,0.43453,0.435728,0.207896,-0.19517,0.514595,1.025769,0.392333,0.956564,0.824213,0.832163,0.980872,1.250925,1.183026,3
0.227674,0.708878,1.361708,0.710951,1.041206,1.056968,0.927098,1.082079,1.180816,1.817384,0.227674,0.889572,0.801418,1.007367,0.76981,0.487343,1.212854,1.074826,0.959945,1.079715,0.227674,0.672549,0.298049,0.691613,0.758542,0.671231,0.58799,0.618491,0.68915,0.201768,0.227674,0.73679,1.304238,0.614388,1.362511,1.587295,0.78341,1.175065,1.523927,1.386856,3
-0.47051,-0.249675,0.870428,-0.16661,0.409685,0.51311,-0.261411,0.426019,0.49023,1.082846,-0.47051,0.480968,0.249119,0.388503,0.370103,-0.060976,0.624616,0.620812,0.587774,0.614644,-0.47051,0.56893,-0.051482,0.759639,0.868864,0.88997,0.64067,0.638931,0.752505,-0.015794,-0.47051,0.350593,0.950098,0.198034,1.013813,0.841823,0.551831,1.194011,1.106978,1.134496,3
-0.485261,-0.488097,0.449331,-0.162266,-0.014155,0.189492,-0.161536,-0.08073,0.227553,0.862484,-0.485261,0.028585,0.106591,-0.007282,0.180498,-0.060976,0.225637,0.342407,0.379535,0.459621,-0.485261,0.100395,-0.546905,0.173865,0.159653,0.37295,0.263126,0.185161,0.198145,-0.432531,-0.485261,-0.040895,0.347756,-0.079535,0.456938,0.337014,0.088673,0.365137,0.506375,0.451829,3
-0.785185,0.601831,0.768344,0.776117,0.867432,0.904148,0.672417,0.778934,1.214709,1.061422,-0.785185,0.646355,0.501514,0.460464,0.513587,0.052469,1.044056,0.946331,0.968806,1.045265,-0.785185,-0.449233,-0.124428,-0.215392,0.029631,0.086601,-0.333922,-0.096912,0.051636,-0.046436,-0.785185,0.101945,0.729138,0.100885,0.852476,0.624638,0.411665,0.914562,0.923323,0.933902,3
-0.554096,0.120122,0.937421,0.346025,0.76571,0.854707,0.028226,0.702017,0.935086,1.10733,-0.554096,0.480968,0.234273,0.63317,0.467467,0.039864,0.742264,0.74074,0.671955,0.631869,-0.554096,0.231044,0.152158,0.321253,0.403937,0.583735,0.223615,0.405914,0.625794,0.229346,-0.554096,0.228914,0.689789,0.32988,0.800431,0.730295,0.637149,0.89088,1.002741,0.979197,3
-0.544262,0.747804,1.435081,0.597998,1.045444,0.976063,0.517612,1.33093,1.282497,1.52969,-0.544262,0.743642,0.997394,0.568405,0.938917,0.676419,0.931523,1.160489,1.106155,1.223255,-0.544262,0.032818,0.015385,0.162527,0.360596,0.424652,0.056793,0.283274,0.41593,0.115969,-0.544262,0.207753,0.76546,-0.003203,0.790022,0.548329,0.472606,0.952453,1.047414,1.014786,3
-0.706516,0.684549,1.495694,0.78915,1.049683,0.917632,0.902129,1.299258,1.337574,1.68884,-0.706516,0.602576,0.938008,0.518033,0.964539,0.481041,0.967329,1.13479,1.008681,1.108423,-0.706516,-0.178924,-0.081876,-0.105795,0.155713,0.154211,-0.281241,0.082961,0.170427,-0.132235,-0.706516,0.403497,1.071171,0.281305,1.133515,0.759644,0.704185,1.246111,1.23107,1.231557,3
0.016252,-0.429708,0.707731,-0.383829,0.108759,0.29287,-0.181511,0.055006,0.308051,0.929817,0.016252,0.446917,0.317414,0.345326,0.370103,-0.124002,0.532544,0.552282,0.472578,0.485458,0.016252,0.564425,0.118725,0.604692,0.585179,0.488285,0.680181,0.614403,0.617875,0.217089,0.016252,-0.077927,0.450669,-0.183623,0.514187,0.601158,-0.179472,0.275145,0.551048,0.435652,3
0.119505,0.772133,1.329807,0.485044,1.00306,0.755823,0.902129,1.140898,1.079134,1.756172,0.119505,1.108467,0.807356,0.446072,0.851801,0.052469,1.01848,1.130507,0.990959,1.042394,0.119505,0.55091,0.34668,0.574458,0.695501,0.639414,0.61872,0.76566,0.792102,0.431586,0.119505,0.779113,1.213433,0.322941,1.169947,0.730295,0.85654,1.27453,1.340271,1.221851,3
-0.150919,0.446127,0.953371,0.671852,0.947961,0.985053,0.712367,0.950867,1.024057,1.336874,-0.150919,0.714456,0.525269,0.921014,0.651947,0.361293,0.998019,0.830686,0.78272,0.77828,-0.150919,0.397735,0.133922,0.359045,0.62064,0.738841,0.241175,0.565347,0.602036,-0.012729,-0.150919,0.382335,0.977339,0.364576,1.024222,1.264453,0.308063,0.895616,1.052378,0.930666,3
