A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Class
1.0,0.243158,0.065536,0.5,0.538462,0.875,0.152105,1.0,0.0,0.0,0.0,0.5,0.13,0.002,1
1.0,0.095188,0.008929,0.5,0.769231,0.375,0.004386,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0
1.0,0.089023,0.013393,0.5,0.769231,0.375,0.070175,1.0,1.0,0.029851,1.0,0.5,0.04,0.0,1
1.0,0.566466,0.001429,0.5,1.0,0.875,0.001404,1.0,0.0,0.0,0.0,0.5,0.0,0.03,1
1.0,0.736842,0.25,0.5,0.692308,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.00012,0
1.0,0.403459,0.1175,0.5,0.461538,0.375,0.122807,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0
0.0,0.038797,0.0075,0.5,0.384615,0.375,0.004386,0.0,0.0,0.0,0.0,0.5,0.1,1e-05,0
1.0,0.236842,0.020714,0.5,0.615385,0.375,0.010175,0.0,1.0,0.014925,0.0,0.5,0.17,0.02803,0
1.0,0.304511,0.160714,0.5,0.384615,0.375,0.035088,1.0,0.0,0.0,1.0,0.5,0.12,0.0,0
0.0,0.869624,0.0,0.5,0.538462,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.092,0.0,1
1.0,0.424812,0.007321,0.5,0.153846,0.875,0.179825,1.0,0.0,0.0,0.0,0.5,0.2,0.0,1
0.0,0.131579,0.392857,0.0,0.769231,0.375,0.105263,1.0,0.0,0.0,1.0,0.5,0.134,0.0,0
1.0,0.160451,0.071429,0.5,0.692308,0.125,0.005789,0.0,1.0,0.029851,0.0,0.5,0.16,0.013,0
1.0,0.45985,0.017857,0.5,0.153846,0.875,0.175439,1.0,0.0,0.0,1.0,0.5,0.16,0.0,1
0.0,0.139098,0.419643,0.5,1.0,0.875,0.017544,1.0,1.0,0.029851,1.0,0.5,0.15,0.00551,1
1.0,0.310827,0.047679,0.5,0.153846,0.5,0.004386,0.0,0.0,0.0,1.0,0.5,0.22,0.045,0
1.0,0.140301,0.410714,0.5,0.153846,0.375,0.122807,1.0,1.0,0.134328,0.0,0.5,0.028,0.00742,1
1.0,0.183008,0.03125,0.5,0.230769,0.375,0.013158,0.0,1.0,0.029851,1.0,0.5,0.087,3e-05,0
0.0,0.057594,0.321429,0.5,0.384615,0.375,0.048246,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1
1.0,0.100301,0.03875,0.5,0.769231,0.375,0.052632,0.0,0.0,0.0,0.0,0.5,0.054,7e-05,0
1.0,0.269474,0.577321,0.5,0.076923,0.375,0.105263,1.0,1.0,0.134328,0.0,0.5,0.125,0.0073,1
0.0,0.659098,0.071429,0.5,0.0,0.0,0.22807,0.0,1.0,0.014925,0.0,0.5,0.0,1e-04,0
1.0,0.690526,0.055,0.5,0.769231,0.375,0.004386,1.0,0.0,0.0,1.0,0.5,0.13,0.0,1
0.0,0.773233,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.164179,1.0,0.5,0.0,0.014,1
1.0,0.245564,0.037143,0.0,0.153846,0.5,0.017544,1.0,1.0,0.149254,1.0,0.5,0.066,0.00028,0
1.0,0.523759,0.232143,0.5,0.769231,0.875,0.210526,1.0,0.0,0.0,1.0,0.5,0.175,0.0,1
0.0,0.14782,0.410714,0.0,0.230769,0.875,0.105263,0.0,0.0,0.0,1.0,0.5,0.01,0.00016,0
1.0,0.096541,0.330357,0.5,0.538462,0.375,0.058421,1.0,1.0,0.044776,1.0,0.5,0.02,0.00028,1
1.0,0.517594,0.272321,0.5,0.615385,0.875,0.54386,1.0,1.0,0.179104,0.0,0.5,0.0,0.0079,1
1.0,0.142857,0.053571,0.5,0.769231,0.375,0.083333,1.0,1.0,0.044776,1.0,0.5,0.0,0.00582,1
1.0,0.278195,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.029851,0.0,0.5,0.08,1e-05,0
1.0,0.298195,0.011964,0.0,0.923077,0.375,0.002982,0.0,0.0,0.0,0.0,0.5,0.09,0.0,0
1.0,0.14782,0.016429,0.0,0.615385,0.375,0.092105,1.0,1.0,0.089552,1.0,0.5,0.104,0.00347,0
1.0,0.047669,0.011964,0.0,0.230769,0.375,0.010175,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0
0.0,0.106466,0.303571,0.5,0.538462,0.375,0.005789,0.0,0.0,0.0,0.0,0.5,0.0,0.00351,0
0.0,0.704211,0.589286,0.5,0.769231,0.375,0.385965,1.0,0.0,0.0,1.0,0.5,0.0105,0.10561,1
1.0,0.26797,0.178571,0.0,0.384615,0.375,0.298246,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0
0.0,0.169173,0.440357,0.5,0.923077,0.875,0.122807,1.0,1.0,0.089552,0.0,0.5,0.2,0.00458,1
1.0,0.116541,0.348214,0.5,0.538462,0.375,0.008772,1.0,0.0,0.0,0.0,0.5,0.07,0.0,0
1.0,0.100301,0.0,0.5,0.538462,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.092,0.0,0
0.0,0.172932,0.482143,0.0,0.0,0.0,0.070175,0.0,1.0,0.014925,1.0,0.5,0.1,1e-05,0
1.0,0.437293,0.165179,0.5,0.769231,0.375,0.160702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.194286,0.0625,0.0,0.538462,0.375,0.035088,1.0,1.0,0.074627,1.0,0.5,0.08,0.05777,1
1.0,0.662857,0.251429,0.5,0.461538,0.375,0.491228,1.0,1.0,0.089552,1.0,0.5,0.18,0.01332,1
1.0,0.634135,0.410714,0.5,0.0,0.0,0.175439,1.0,1.0,0.074627,0.0,0.5,0.0,0.08851,1
1.0,0.565113,0.357143,0.5,0.153846,0.5,0.0,1.0,1.0,0.164179,0.0,0.5,0.0,0.01249,1
1.0,0.39218,0.017857,0.5,0.461538,0.375,0.008772,1.0,0.0,0.0,0.0,0.0,0.144,0.0,0
1.0,0.20797,0.072857,0.0,0.384615,0.375,0.070175,1.0,1.0,0.044776,1.0,0.5,0.185,0.0056,1
1.0,0.246917,0.232143,0.5,0.923077,0.375,0.109649,1.0,1.0,0.119403,0.0,0.5,0.165,0.012,1
1.0,0.572632,0.072857,0.0,0.0,0.0,0.052632,0.0,0.0,0.0,0.0,0.5,0.06,1e-05,0
0.0,0.169173,0.392857,0.0,0.384615,0.375,0.157895,1.0,0.0,0.0,0.0,0.5,0.06,0.0,0
1.0,0.239398,0.026786,0.0,0.538462,0.375,0.001404,0.0,0.0,0.0,0.0,0.5,0.12,0.0,0
0.0,0.299549,0.013393,0.5,0.923077,0.375,0.013158,0.0,0.0,0.0,0.0,0.5,0.15,0.00044,1
1.0,0.180451,0.026786,0.5,0.538462,0.5,0.008772,1.0,0.0,0.0,0.0,0.5,0.1745,0.00023,1
0.0,0.224361,0.037143,0.5,0.538462,0.375,0.087719,1.0,1.0,0.074627,1.0,0.5,0.15,0.0143,1
0.0,0.065113,0.013393,1.0,0.923077,0.0,0.350877,0.0,0.0,0.0,1.0,0.0,0.15,0.0,1
1.0,0.100301,0.25,0.5,0.538462,0.375,0.057018,1.0,1.0,0.044776,0.0,0.5,0.1,0.01391,1
1.0,0.056391,0.785714,1.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.225,1.0,1
1.0,0.065113,0.241071,0.0,0.461538,0.375,0.001404,0.0,0.0,0.0,0.0,0.5,0.07,0.0,0
1.0,0.510075,0.089286,0.5,0.461538,0.5,0.087719,1.0,1.0,0.179104,1.0,0.5,0.205,0.0251,1
1.0,0.656692,0.303571,0.5,0.692308,0.875,0.245614,1.0,1.0,0.044776,0.0,0.5,0.0,0.0,1
1.0,0.0,0.142857,0.0,0.615385,0.375,0.061404,1.0,1.0,0.029851,1.0,0.5,0.06,0.01,1
1.0,0.08391,0.339286,0.5,0.769231,0.375,0.035088,1.0,0.0,0.0,1.0,0.5,0.03,0.004,1
0.0,0.122857,0.416607,0.5,0.230769,0.875,0.002982,0.0,0.0,0.0,0.0,0.5,0.16,5e-05,0
1.0,0.057594,0.357143,0.5,0.615385,0.875,0.005789,0.0,1.0,0.014925,0.0,0.5,0.06,1e-05,0
1.0,0.316992,0.089286,0.0,0.615385,0.375,0.105263,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0
1.0,0.23188,0.125,0.5,0.615385,0.375,0.122807,1.0,1.0,0.044776,1.0,0.5,0.1645,0.0,0
1.0,0.115338,0.026786,0.0,0.846154,0.75,0.026316,0.0,0.0,0.0,1.0,0.5,0.066,2e-05,0
1.0,0.066466,0.366071,0.5,0.538462,0.875,0.03807,0.0,0.0,0.0,0.0,0.5,0.16,0.00013,0
1.0,0.214286,0.107143,0.5,0.615385,0.375,0.026316,0.0,0.0,0.0,1.0,0.5,0.15,0.00067,0
0.0,0.482406,0.375,0.5,0.769231,0.375,0.175439,1.0,1.0,0.104478,1.0,0.5,0.0,0.0,1
1.0,0.135338,0.410714,0.5,0.153846,0.375,0.014561,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
0.0,0.26797,0.125,0.5,0.076923,0.375,0.105263,1.0,0.0,0.0,1.0,0.5,0.15,0.0,0
0.0,0.100301,0.267857,0.5,0.230769,0.375,0.052632,1.0,1.0,0.014925,0.0,0.5,0.08,0.00234,1
0.0,0.112782,0.083393,0.5,0.153846,0.5,0.017544,1.0,1.0,0.059701,0.0,0.0,0.04,0.0,1
1.0,0.194286,0.151786,0.5,0.923077,0.375,0.150526,1.0,1.0,0.014925,1.0,0.5,0.06,0.0,1
0.0,0.204211,0.059464,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.17,1e-05,0
1.0,0.426015,0.037143,0.5,0.615385,0.375,0.175439,1.0,1.0,0.089552,1.0,0.5,0.25,0.1,1
0.0,0.067669,0.357143,0.5,0.615385,0.375,0.035088,0.0,1.0,0.014925,0.0,0.5,0.06,1e-05,0
0.0,0.221805,0.035714,0.5,0.769231,0.375,0.035088,1.0,1.0,0.029851,1.0,0.5,0.0835,0.005,0
0.0,0.116541,0.214286,0.5,0.384615,0.375,0.087719,1.0,1.0,0.044776,0.0,0.5,0.04,0.00918,1
1.0,0.121504,0.392857,0.5,1.0,0.375,0.010175,1.0,1.0,0.089552,0.0,0.5,0.0605,0.0,1
1.0,0.122857,0.017857,0.5,0.538462,0.375,0.004386,0.0,0.0,0.0,0.0,0.5,0.18,0.0,0
1.0,0.284511,0.321429,0.0,0.615385,0.875,0.184211,1.0,0.0,0.0,1.0,0.5,0.077,0.0,1
0.0,0.474887,0.035714,0.5,0.769231,0.375,0.004386,0.0,0.0,0.0,1.0,0.5,0.1315,0.0,0
0.0,0.14782,0.020893,0.0,0.0,0.0,0.004386,0.0,0.0,0.0,0.0,0.5,0.06,0.00087,0
0.0,0.062707,0.019286,0.5,0.538462,0.375,0.061404,0.0,1.0,0.014925,1.0,0.5,0.04,5e-05,0
1.0,0.289474,0.089286,0.0,0.615385,0.375,0.245614,0.0,0.0,0.0,1.0,0.5,0.14,0.0,0
0.0,0.134135,0.011964,0.5,0.769231,0.375,0.026316,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0
1.0,0.314586,0.038571,0.5,0.461538,0.375,0.040877,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0
1.0,0.239398,0.050536,0.5,0.615385,0.875,0.026316,1.0,1.0,0.014925,0.0,0.5,0.12,0.001,1
1.0,0.27188,0.089286,0.5,0.384615,0.375,0.263158,1.0,0.0,0.0,1.0,0.5,0.2615,0.0,0
0.0,0.10406,0.065536,0.5,0.769231,0.375,0.073158,1.0,1.0,0.074627,0.0,0.5,0.11,0.02503,1
1.0,0.300752,0.098214,0.5,0.153846,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.09,0.0,0
1.0,0.125263,0.029643,0.5,0.538462,0.875,0.075965,0.0,0.0,0.0,1.0,0.5,0.064,0.0,1
0.0,0.325865,0.428571,0.5,0.769231,0.875,0.491228,1.0,1.0,0.119403,0.0,0.5,0.0,0.0659,1
1.0,0.273233,0.159286,0.5,0.923077,0.875,0.21193,1.0,1.0,0.044776,0.0,0.5,0.1555,0.003,1
0.0,0.134135,0.028214,0.5,0.153846,0.375,0.002982,0.0,0.0,0.0,0.0,0.5,0.072,0.0,0
1.0,0.194286,0.520893,0.5,0.153846,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.089,0.0,0
1.0,0.454887,0.071429,0.5,0.461538,0.375,0.061404,1.0,1.0,0.029851,1.0,0.5,0.0,0.00015,1
1.0,0.246917,0.03875,0.0,0.538462,0.375,0.001404,0.0,0.0,0.0,0.0,0.5,0.085,0.00179,0
1.0,0.360902,0.25,0.5,0.769231,0.875,0.403509,1.0,1.0,0.104478,1.0,0.5,0.15,5e-05,0
1.0,0.050075,0.003036,0.0,0.538462,0.375,0.001404,0.0,0.0,0.0,0.0,0.5,0.07,0.00722,0
1.0,0.532632,0.081786,0.5,0.0,0.0,0.010175,0.0,0.0,0.0,0.0,0.5,0.1,3e-05,0
1.0,0.137895,0.006071,0.5,0.461538,0.375,0.002982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.316992,0.044643,0.0,0.153846,0.875,0.017544,0.0,0.0,0.0,1.0,0.5,0.08,0.0,0
1.0,0.458647,0.392857,0.0,0.076923,0.375,0.052632,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.68797,0.098214,0.5,0.615385,0.375,0.061404,1.0,1.0,0.074627,1.0,0.5,0.03,0.00058,1
1.0,0.176692,0.013393,0.5,0.461538,0.375,0.008772,1.0,1.0,0.044776,0.0,0.5,0.13,0.15108,1
0.0,0.418496,0.037143,0.5,0.384615,0.375,0.023333,0.0,0.0,0.0,0.0,0.5,0.12,0.00237,0
1.0,0.538797,0.678571,0.5,0.0,0.0,0.0,1.0,1.0,0.014925,0.0,0.5,0.047,0.0,0
0.0,0.303308,0.056607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.16,0.0,0
1.0,0.081504,0.142857,0.0,0.153846,0.375,0.035088,0.0,0.0,0.0,1.0,0.5,0.18,0.01,0
0.0,0.161654,0.08625,0.0,0.538462,0.375,0.0,0.0,0.0,0.0,0.0,0.5,0.06,0.0,0
1.0,0.14406,0.053571,0.5,0.538462,0.875,0.049649,1.0,0.0,0.0,0.0,0.5,0.211,0.002,1
1.0,0.833383,0.321429,0.5,0.0,0.0,0.140351,0.0,1.0,0.014925,0.0,0.5,0.035,6e-05,0
1.0,0.510075,0.010357,0.5,0.538462,0.5,0.526316,1.0,1.0,0.298507,0.0,0.5,0.0,0.15,1
0.0,0.293233,0.089286,0.0,0.538462,0.375,0.087719,0.0,0.0,0.0,1.0,0.5,0.0,2e-05,0
1.0,0.443609,0.107143,0.5,0.769231,0.875,0.210526,1.0,1.0,0.164179,0.0,0.5,0.04,0.0,1
1.0,0.139098,0.022321,0.0,0.384615,0.375,0.004386,1.0,0.0,0.0,0.0,0.5,0.09,1e-05,0
1.0,0.315789,0.089286,0.5,0.923077,0.5,0.017544,0.0,0.0,0.0,0.0,0.5,0.174,0.0,0
1.0,0.64406,0.660714,0.5,0.076923,0.5,0.526316,1.0,1.0,0.253731,1.0,0.5,0.0,0.0,1
0.0,0.457444,0.238036,0.5,0.769231,0.375,0.258772,1.0,1.0,0.044776,1.0,0.5,0.0,0.0,1
0.0,0.45985,0.0,0.5,0.538462,0.375,0.087719,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1
1.0,0.308271,0.0625,0.5,0.615385,0.5,0.008772,1.0,0.0,0.0,1.0,0.5,0.0815,0.0,0
0.0,0.469925,0.16375,0.5,0.230769,0.875,0.035088,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0
1.0,0.253083,0.096786,0.0,0.461538,0.375,0.004386,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0
1.0,0.209323,0.026786,0.5,0.769231,0.875,0.005789,0.0,0.0,0.0,1.0,0.5,0.11,0.00251,0
1.0,0.085263,0.258929,0.5,0.461538,0.375,0.001404,0.0,1.0,0.014925,0.0,0.5,0.05,1e-05,0
0.0,0.414737,0.035714,0.5,0.153846,0.5,0.078947,1.0,0.0,0.0,1.0,0.5,0.0,0.003,1
0.0,0.146617,0.053571,0.5,0.615385,0.375,0.030702,0.0,0.0,0.0,1.0,0.5,0.08,0.0,0
1.0,0.269474,0.029643,0.5,1.0,0.375,0.046842,1.0,1.0,0.119403,1.0,0.5,0.1515,0.0329,1
0.0,0.061353,0.392857,0.5,1.0,0.875,0.035088,1.0,1.0,0.164179,0.0,0.5,0.0,0.03,1
0.0,0.29203,0.080357,0.0,0.923077,0.375,0.122807,0.0,0.0,0.0,1.0,0.5,0.1,0.00141,0
0.0,0.582707,0.25,0.5,0.384615,0.875,0.105263,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
0.0,0.175489,0.040179,0.5,0.769231,0.375,0.045263,1.0,1.0,0.029851,0.0,0.5,0.1,0.0,0
1.0,0.403459,0.053571,0.5,0.153846,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0
1.0,0.152932,0.020893,0.0,0.923077,0.875,0.004386,0.0,0.0,0.0,0.0,0.5,0.12,1e-05,0
1.0,0.635338,0.446429,0.5,0.230769,0.875,0.280702,1.0,0.0,0.0,1.0,0.5,0.012,0.02028,1
0.0,0.221805,0.108571,0.0,1.0,0.875,0.089123,1.0,1.0,0.014925,0.0,0.5,0.035,0.0,1
1.0,0.275639,0.142857,0.5,0.461538,0.375,0.087719,1.0,0.0,0.0,1.0,0.5,0.18,0.0,1
1.0,0.111579,0.03125,0.0,0.538462,0.875,0.008772,0.0,0.0,0.0,0.0,0.5,0.14,0.00204,0
1.0,0.307068,0.3275,0.5,0.538462,0.375,0.157895,1.0,1.0,0.179104,1.0,0.5,0.0,0.00221,1
1.0,0.443609,0.900357,0.5,0.769231,0.875,0.007368,1.0,1.0,0.014925,0.0,0.5,0.38,0.0009,0
0.0,0.368421,0.214286,0.5,0.230769,0.375,0.035088,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1
1.0,0.35594,0.072857,0.5,0.615385,0.375,0.001404,1.0,0.0,0.0,1.0,0.5,0.2,0.058,1
1.0,0.241805,0.072857,0.0,1.0,0.875,0.001404,0.0,0.0,0.0,0.0,0.5,0.064,1e-05,0
1.0,0.354586,0.095179,0.5,0.923077,0.375,0.005789,0.0,0.0,0.0,1.0,0.5,0.0,0.00501,0
1.0,0.264361,0.696429,0.5,0.538462,0.375,0.245614,1.0,1.0,0.238806,0.0,0.5,0.0,0.05,1
1.0,0.335789,0.090714,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.01,0
1.0,0.101504,0.08625,0.5,0.538462,0.375,0.070175,1.0,1.0,0.164179,1.0,0.5,0.1,0.03,1
1.0,0.502556,0.208393,0.5,0.615385,0.375,0.192982,0.0,0.0,0.0,0.0,0.5,0.2325,0.0015,0
1.0,0.12406,0.279821,0.0,0.153846,0.5,0.005789,0.0,0.0,0.0,1.0,0.5,0.092,0.0,0
1.0,0.101504,0.357143,0.0,0.538462,0.375,0.087719,1.0,0.0,0.0,0.0,0.0,0.02,0.0,1
1.0,0.318346,0.089286,0.5,0.615385,0.375,0.0,1.0,0.0,0.0,1.0,0.5,0.1195,0.002,1
1.0,0.155338,0.03125,0.5,0.461538,0.375,0.002982,0.0,1.0,0.059701,0.0,0.5,0.127,0.0195,0
1.0,0.354586,0.232143,0.5,0.461538,0.875,0.149123,1.0,1.0,0.179104,1.0,0.5,0.0465,0.0,1
0.0,0.105263,0.340714,0.5,0.153846,0.375,0.001404,0.0,0.0,0.0,0.0,0.5,0.1,0.01,0
1.0,0.344662,0.116071,0.5,0.769231,0.875,0.315789,1.0,0.0,0.0,1.0,0.5,0.051,0.00639,1
1.0,0.132782,0.358571,0.5,1.0,0.375,0.001404,1.0,1.0,0.134328,0.0,0.5,0.03,0.00396,1
0.0,0.198045,0.482143,0.5,0.769231,0.875,0.175439,1.0,1.0,0.029851,0.0,0.5,0.0,0.05,1
0.0,0.495038,0.016429,0.5,0.923077,0.875,0.014561,1.0,1.0,0.164179,1.0,0.5,0.22,6e-05,1
0.0,0.577744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
1.0,0.382256,0.089286,0.0,0.153846,0.875,0.350877,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0
1.0,0.382256,0.058036,0.5,0.538462,0.375,0.052632,1.0,1.0,0.149254,0.0,0.5,0.093,0.047,1
0.0,0.209323,0.072857,0.5,0.615385,0.375,0.008772,0.0,0.0,0.0,1.0,0.5,0.09,0.0005,0
1.0,0.081504,0.339286,0.5,0.615385,0.375,0.052632,1.0,0.0,0.0,0.0,0.5,0.06,0.02206,1
1.0,0.387218,0.151786,0.5,0.538462,0.5,0.22807,1.0,1.0,0.238806,0.0,0.5,0.0585,0.0121,1
1.0,0.340902,0.026786,0.0,0.076923,0.375,0.020526,0.0,0.0,0.0,0.0,0.5,0.12,3e-05,0
1.0,0.186767,0.008929,0.5,0.153846,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1
1.0,0.386015,0.061071,0.0,0.461538,0.375,0.005789,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
1.0,0.423609,0.015,0.5,0.538462,0.875,0.007368,1.0,1.0,0.089552,0.0,0.5,0.11,0.00948,1
1.0,0.113985,0.267857,0.5,0.384615,0.375,0.049649,1.0,1.0,0.014925,0.0,0.5,0.04,0.098,1
0.0,0.095188,0.044643,0.5,0.538462,0.375,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
0.0,0.20797,0.107143,0.5,0.461538,0.375,0.097895,0.0,1.0,0.014925,1.0,0.5,0.14,1e-04,0
1.0,0.117744,0.028214,0.0,0.923077,0.375,0.023333,0.0,0.0,0.0,0.0,0.5,0.08,0.0,0
1.0,0.218045,0.183036,0.5,1.0,0.375,0.166667,1.0,1.0,0.029851,0.0,0.5,0.21,7e-05,1
1.0,0.198045,0.080357,0.5,0.153846,0.5,0.017544,0.0,0.0,0.0,1.0,0.5,0.32,0.04,0
0.0,0.070226,0.330357,0.5,0.769231,0.375,0.042456,1.0,1.0,0.059701,0.0,0.5,0.03,0.0054,1
0.0,0.142857,0.209821,0.5,0.769231,0.375,0.111228,1.0,1.0,0.149254,0.0,0.5,0.06,0.00245,1
1.0,0.14782,0.063929,0.5,0.538462,0.375,0.018947,0.0,0.0,0.0,1.0,0.5,0.068,1e-05,0
1.0,0.219248,0.178571,0.5,0.615385,0.375,0.385965,1.0,0.0,0.0,1.0,0.5,0.035,0.0,1
1.0,0.179248,0.078929,0.0,0.384615,0.375,0.140351,1.0,0.0,0.0,0.0,0.5,0.094,0.0,0
0.0,0.223008,0.059464,0.5,0.769231,0.375,0.084737,1.0,0.0,0.0,1.0,0.5,0.22,0.0,0
1.0,0.137895,0.113036,0.0,0.538462,0.375,0.005789,0.0,0.0,0.0,0.0,0.5,0.08,0.01058,0
0.0,0.161654,0.037143,0.0,0.0,0.0,0.017544,1.0,1.0,0.044776,0.0,0.5,0.09,0.00147,0
1.0,0.165414,0.019286,0.5,0.461538,0.375,0.035088,0.0,0.0,0.0,1.0,0.5,0.06,1e-05,0
1.0,0.274436,0.0625,0.0,0.692308,0.875,0.001404,1.0,0.0,0.0,1.0,0.5,0.1965,0.0,1
1.0,0.516241,0.133929,0.5,0.153846,0.5,0.035088,0.0,0.0,0.0,0.0,0.5,0.05,2e-05,0
0.0,0.220602,0.125,0.5,0.615385,0.375,0.029298,1.0,0.0,0.0,0.0,0.0,0.14,0.0,1
1.0,0.175489,0.019286,0.5,0.615385,0.375,0.005789,0.0,1.0,0.014925,0.0,0.5,0.136,0.00444,0
1.0,0.072632,0.3675,0.5,0.0,0.0,0.014561,0.0,0.0,0.0,0.0,0.5,0.04,0.0,0
1.0,0.119098,0.041607,0.0,0.230769,0.375,0.087719,1.0,1.0,0.014925,0.0,0.5,0.09,0.0002,0
1.0,0.162857,0.044643,0.5,0.538462,0.375,0.008772,0.0,0.0,0.0,0.0,0.5,0.055,0.0,0
1.0,0.038797,0.145893,0.5,0.153846,0.875,0.014561,0.0,0.0,0.0,1.0,0.5,0.06,0.0,0
1.0,0.195489,0.071429,0.5,0.076923,0.375,0.026316,0.0,0.0,0.0,1.0,0.5,0.04,0.0,0
1.0,0.517594,0.125,0.5,0.384615,0.375,0.122807,1.0,0.0,0.0,0.0,0.0,0.115,0.0,1
1.0,0.146617,0.098214,0.5,0.0,0.0,0.157895,0.0,0.0,0.0,0.0,0.5,0.08,0.00025,0
0.0,0.409774,0.072857,0.0,0.769231,0.875,0.004386,1.0,1.0,0.343284,1.0,0.5,0.2275,0.01236,1
1.0,0.322105,0.897321,0.5,1.0,0.875,0.057018,1.0,1.0,0.014925,1.0,0.5,0.2575,0.005,1
1.0,0.150376,0.428571,0.5,0.538462,0.375,0.073158,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0
1.0,0.073985,0.178571,0.5,0.769231,0.375,0.013158,1.0,1.0,0.029851,0.0,0.5,0.0,0.00038,0
1.0,0.249323,0.017857,0.5,0.076923,0.875,0.002982,0.0,0.0,0.0,1.0,0.0,0.126,0.0,0
0.0,0.090226,0.026786,0.5,0.538462,0.375,0.027895,1.0,1.0,0.074627,1.0,0.5,0.07,5e-05,0
1.0,0.186767,0.029821,0.5,0.923077,0.375,0.040877,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0
1.0,0.225564,0.053571,0.0,0.538462,0.375,0.052632,1.0,0.0,0.0,1.0,0.5,0.0,0.00225,0
1.0,0.224361,0.333393,0.5,0.769231,0.875,0.198772,1.0,1.0,0.089552,0.0,0.5,0.1905,0.00168,1
1.0,0.184211,0.035714,0.5,0.769231,0.375,0.061404,1.0,0.0,0.0,1.0,0.5,0.14,0.0,1
1.0,0.146617,0.113036,0.0,0.230769,0.375,0.014561,0.0,1.0,0.014925,1.0,0.5,0.14,0.0008,0
1.0,0.189173,0.464286,0.5,0.692308,0.125,0.0,0.0,0.0,0.0,1.0,0.5,0.07,0.0111,0
1.0,0.610226,0.241071,0.5,0.538462,0.875,0.092105,1.0,1.0,0.164179,1.0,0.5,0.0,0.00284,1
1.0,0.26797,0.013393,0.5,0.076923,0.375,0.030702,1.0,0.0,0.0,1.0,0.0,0.464,0.0,0
0.0,0.172932,0.446429,0.5,0.076923,0.375,0.035088,0.0,0.0,0.0,1.0,0.5,0.09,0.01062,0
1.0,0.29203,0.113036,0.0,1.0,0.375,0.111053,1.0,1.0,0.044776,1.0,0.5,0.19,0.0,1
1.0,0.387218,0.058036,0.5,0.538462,0.375,0.052632,0.0,0.0,0.0,0.0,0.5,0.0,0.00316,0
0.0,0.058947,0.0,0.0,0.307692,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.043,0.0,0
1.0,0.152932,0.02375,0.5,0.538462,0.375,0.005789,0.0,0.0,0.0,0.0,0.5,0.05,0.0,1
1.0,0.194286,0.096786,0.0,0.923077,0.375,0.184211,1.0,1.0,0.014925,0.0,0.5,0.1055,0.0,1
0.0,0.131579,0.014821,0.5,0.153846,0.375,0.011754,0.0,0.0,0.0,1.0,0.0,0.072,0.0,0
1.0,0.393534,0.019286,0.0,0.384615,0.375,0.017544,1.0,1.0,0.044776,0.0,0.5,0.1,0.01,1
0.0,0.185414,0.309464,0.5,0.384615,0.375,0.049649,1.0,0.0,0.0,0.0,0.5,0.08,0.0015,1
1.0,0.093985,0.0,0.5,0.076923,0.375,0.017544,0.0,0.0,0.0,0.0,0.5,0.072,0.0,0
