variance,skewness,curtosis,entropy,Class
-1.509271,0.272639,-0.413553,-1.270871,1
-2.601811,1.205191,-0.273747,-1.609498,1
-1.822813,0.204221,-0.074882,-0.049967,1
-1.280502,-0.351999,-0.097942,0.589136,1
-0.770178,-0.341417,-0.500264,0.390886,1
-0.362317,0.095237,-0.989896,0.139687,1
-0.467728,0.01799,-0.873358,-0.039492,1
-0.882962,-0.11005,-0.473415,-0.03454,1
-1.306085,-0.020463,-0.282497,-0.572049,1
-0.933248,-0.541402,0.371588,0.740597,1
-1.415772,-1.447842,2.118501,0.489393,1
-1.92891,-1.316648,2.285358,0.381649,1
-1.410352,0.344585,-0.342755,-0.442159,1
-0.411312,-0.031746,-0.671105,0.01593,1
-0.94852,-1.136059,1.149198,0.620535,1
-1.646089,-2.554285,3.647237,-0.766597,1
-1.567897,-1.743057,2.589643,-0.151527,1
-1.2154,-0.442291,0.303583,0.975788,1
-1.030302,0.276525,-0.642858,-0.788785,1
-0.445133,-0.320961,-0.31193,0.457378,1
-1.055779,-1.500749,1.426026,0.904368,1
-1.701619,-2.532757,3.309367,-0.232803,1
-1.47482,-1.740943,2.066997,0.748601,1
-1.022701,-0.396087,0.020395,1.100135,1
-0.846751,0.163655,-0.860221,-0.562193,1
-0.861672,0.300848,-0.77432,-1.285631,1
-0.441374,-0.216561,-0.437817,0.31639,1
-0.782037,-1.409764,0.978952,0.770146,1
-1.177994,-1.941986,1.942498,0.28068,1
-0.798119,-1.451029,0.985334,0.829253,1
-0.459979,-0.333305,-0.371195,0.832948,1
-0.400178,0.176353,-1.158727,-0.930387,1
-2.523971,0.86341,-0.16695,-3.045852,1
-1.1282,0.231016,-0.54143,-0.930387,1
-0.738226,-0.560799,0.139115,0.816326,1
-1.009469,-1.904249,1.762712,0.329317,1
-1.487383,-2.493963,2.64551,-0.777691,1
-0.840628,-1.516634,0.961057,0.50602,1
-0.395716,-0.413015,-0.406595,0.793543,1
-0.143829,0.251827,-1.353228,-1.463563,1
-1.699824,0.517777,-0.475007,-2.037971,1
-1.016894,-0.36928,0.001502,0.349019,1
-1.074606,-1.496164,1.118561,0.270828,1
-1.196433,-2.087651,1.714389,-0.439064,1
-0.404217,-1.085266,0.191826,0.804627,1
0.058684,-0.157307,-0.837939,0.613764,1
0.064322,0.336131,-1.421651,-1.525127,1
-2.067453,0.905749,-0.299004,-3.034187,1
-1.412358,-0.249362,0.220049,0.349633,1
-1.129819,-1.298649,1.049162,0.746753,1
-0.798576,-1.479238,0.849694,0.305305,1
-0.046776,-0.298035,-0.731544,0.800318,1
0.319019,0.37668,-1.415686,-0.669942,1
-0.058051,0.522362,-1.5199,-2.475729,1
-2.448242,1.308875,-0.383327,-2.748507,1
-1.58412,0.097691,-0.139706,0.041784,1
-1.054899,-0.61829,0.024364,0.723356,1
-0.624668,-0.654272,-0.360455,0.510329,1
-0.068619,0.028217,-1.102442,0.250507,1
0.065969,0.299092,-1.270693,-0.418733,1
-0.426577,0.252185,-1.133474,-1.126174,1
-1.604002,0.318489,-0.476,-1.422948,1
-2.630737,1.240457,-0.264201,-1.662444,1
-1.893193,0.28111,-0.132346,-0.144766,1
-1.39691,-0.275815,-0.171924,0.426596,1
-0.879724,-0.298741,-0.557746,0.172316,1
-0.464864,0.150956,-1.053933,-0.005639,1
-0.537643,0.065596,-0.910146,-0.120768,1
-1.013305,-0.050087,-0.529896,-0.137385,1
-1.402223,-0.004577,-0.281104,-0.594808,1
-0.955347,-0.473681,0.306577,0.58852,1
-1.421332,-1.345914,2.017885,0.17293,1
-1.935913,-1.211891,2.095639,0.154461,1
-1.532215,0.366453,-0.379348,-0.439683,1
-0.550488,-0.013048,-0.639469,-0.089962,1
-1.016929,-1.104322,1.173453,0.540497,1
-1.728258,-2.548643,3.640692,-0.877441,1
-1.629128,-1.722245,2.490791,-0.195236,1
-1.342049,-0.448286,0.263406,0.909291,1
-1.010032,0.286394,-0.653186,-0.810925,1
-0.426014,-0.305441,-0.331618,0.398889,1
-1.105678,-1.491238,1.424238,0.848341,1
-1.754861,-2.472811,3.259651,-0.146004,1
-1.521306,-1.66264,1.955031,0.793543,1
-1.035334,-0.366459,0.020976,1.142035,1
-0.914562,0.187279,-0.884499,-0.586809,1
-0.820324,0.270167,-0.738507,-1.2653,1
-0.370959,-0.232431,-0.413952,0.251126,1
-0.799667,-1.40165,0.987122,0.660554,1
-1.208327,-1.88838,1.898352,0.219725,1
-0.825321,-1.377668,0.97677,0.798471,1
-0.506289,-0.313201,-0.381535,0.784925,1
-0.461718,0.227487,-1.178014,-1.001189,1
-2.49311,0.830258,-0.16516,-3.045852,1
-1.048671,0.202449,-0.517565,-0.87806,1
-0.658556,-0.571741,0.166364,0.767684,1
-1.016683,-1.868626,1.732492,0.153233,1
-1.539499,-2.522888,2.706785,-1.009807,1
-0.900099,-1.50322,0.975192,0.342863,1
-0.414176,-0.383741,-0.423696,0.678409,1
-0.177793,0.310018,-1.378481,-1.45742,1
-1.642324,0.510362,-0.438613,-1.96598,1
-0.985751,-0.402083,0.068324,0.362565,1
-1.050888,-1.58258,1.283028,0.249279,1
-1.243024,-2.110576,1.757954,-0.548051,1
-0.468668,-1.092322,0.186441,0.808936,1
0.045249,-0.156957,-0.851865,0.564509,1
0.037169,0.336131,-1.442332,-1.499892,1
-2.018117,0.932203,-0.317498,-2.955387,1
-1.333357,-0.266996,0.290051,0.387191,1
-1.13471,-1.301478,1.057309,0.786153,1
-0.85583,-1.453841,0.795591,0.367488,1
-0.098358,-0.307558,-0.714856,0.850803,1
0.272463,0.366811,-1.430007,-0.676703,1
-0.04875,0.505078,-1.519482,-2.400024,1
-2.413475,1.296892,-0.319089,-2.694941,1
-1.557868,0.119219,-0.178485,0.015311,1
-1.08833,-0.601365,-0.007642,0.645779,1
-0.648597,-0.689896,-0.348523,0.475852,1
-0.113809,0.00882,-1.105831,0.256668,1
0.031673,0.29345,-1.270112,-0.380547,1
-0.422868,0.262054,-1.122937,-1.06461,1
-1.549599,0.299791,-0.463671,-1.343482,1
-2.628731,1.256326,-0.285876,-1.594071,1
-1.892665,0.234902,-0.077667,-0.120149,1
-1.417109,-0.288512,-0.158996,0.408741,1
-0.915336,-0.306499,-0.567286,0.156923,1
-0.4907,0.131917,-1.049152,-0.057347,1
-0.532752,0.047256,-0.924652,-0.040111,1
-0.971746,-0.08254,-0.514979,-0.045015,1
-1.463243,-0.003179,-0.332613,-0.627471,1
-1.057855,-0.490612,0.303977,0.488165,1
-1.535487,-1.364254,2.018859,0.084255,1
-2.015689,-1.204835,2.07396,0.035023,1
-1.523382,0.360811,-0.394463,-0.472298,1
-0.583496,-0.029633,-0.667925,-0.107818,1
-1.081855,-1.08034,1.064272,0.501092,1
-1.783259,-2.50102,3.555557,-0.96424,1
-1.661819,-1.667941,2.423389,-0.336219,1
-1.330014,-0.413721,0.286686,0.823097,1
-0.546335,0.240902,-0.636684,-0.364549,1
0.044218,-0.380567,-0.281901,0.779997,1
-0.683224,-1.575183,1.50877,1.15251,1
-1.386388,-2.469624,3.194407,0.209259,1
-1.190662,-1.737773,2.058038,1.121085,1
-0.716689,-0.39397,0.051613,1.476948,1
-0.598381,0.152712,-0.88747,-0.330696,1
-0.32605,0.193994,-0.750437,-0.781976,1
0.080907,-0.335421,-0.368013,0.679028,1
-0.406237,-1.479596,1.031267,0.864349,1
-0.855232,-1.946929,1.922816,0.50602,1
-0.495116,-1.421388,0.975981,1.058902,1
-0.161539,-0.357289,-0.350709,1.148177,1
-0.130628,0.171768,-1.147586,-0.705652,1
-2.096872,0.750557,-0.116038,-2.586573,1
-0.608093,0.128031,-0.519554,-0.400259,1
-0.237217,-0.631688,0.171145,1.158652,1
-0.644163,-1.975854,1.872496,0.401351,1
-1.196785,-2.59238,2.802643,-0.683464,1
-0.539895,-1.563541,1.071444,0.743058,1
-0.073693,-0.416544,-0.418128,1.139559,1
0.16551,0.246884,-1.368547,-1.192642,1
-1.15973,0.442643,-0.459296,-1.462325,1
-0.533843,-0.38092,-0.026953,0.763989,1
-0.704443,-1.562485,1.196732,0.506634,1
-0.875607,-2.180067,1.878856,-0.104723,1
-0.070075,-1.097265,0.167548,1.255308,1
0.403721,-0.179526,-0.861428,0.959781,1
0.393305,0.320262,-1.465008,-1.217306,1
-1.612272,0.886352,-0.34375,-2.488061,1
-0.948802,-0.344592,0.328441,0.799085,1
-0.767715,-1.320176,1.038021,1.144464,1
-0.490183,-1.471841,0.832797,0.72397,1
0.320708,-0.287454,-0.760394,1.198648,1
0.631364,0.370339,-1.439338,-0.437826,1
0.289776,0.502948,-1.551303,-2.229472,1
-2.047852,1.22706,-0.421709,-2.250422,1
-1.200797,0.071954,-0.20215,0.376111,1
-0.710426,-0.695179,0.072084,0.996719,1
-0.229655,-0.703293,-0.346534,0.836028,1
0.311277,-0.00352,-1.092903,0.598371,1
0.371557,0.25677,-1.25997,-0.111531,1
-0.111839,0.221505,-1.120546,-0.787547,1
-1.346412,0.24443,-0.491514,-1.110176,1
-2.321453,1.15687,-0.374574,-1.163122,1
-1.587885,0.170711,-0.122403,0.256049,1
-1.064013,-0.394322,-0.107488,0.771993,1
-0.508612,-0.36011,-0.534668,0.568818,1
-0.12936,0.096993,-1.006793,0.271443,1
-0.239708,0.002462,-0.897613,0.184015,1
-0.706238,-0.146372,-0.489722,0.168007,1
-0.915125,-0.056086,-0.313919,-0.231565,1
-0.563191,-0.570327,0.354297,0.882204,1
-1.151707,-1.457728,2.10917,0.366874,1
-1.737794,-1.318404,2.202428,0.315771,1
-1.000707,0.310376,-0.417731,-0.049348,1
-0.009711,-0.097693,-0.660962,0.300996,1
-0.641313,-1.158984,1.179023,0.730127,1
-1.472357,-2.621646,3.759017,-0.754884,1
-1.406693,-1.756471,2.552043,-0.043158,1
-1.047122,-0.439822,0.298616,1.136464,1
