cv1,cv2,cv3,cv4,cv5
5865,7049,37,7221,7110
86,6503,3506,4070,3274
5464,2989,5507,3876,4513
4702,2499,4610,6757,1003
4621,7374,6025,3737,5192
3355,2007,5909,6779,3945
4162,4754,2006,6633,601
500,5340,5290,4016,4066
1586,1782,4483,568,1939
5106,3335,4888,209,720
5928,4258,1360,3161,2464
5501,6947,4990,4674,6572
4752,5752,3994,5698,1622
3480,6064,4160,4389,414
1594,5073,6609,4421,901
5785,1315,5899,6133,2526
4187,3442,657,220,1868
3257,909,3152,6939,3243
3848,7394,638,4075,5588
6592,7041,2445,1512,2435
5277,2251,7196,2962,6298
4533,5802,6327,2696,1241
7413,57,6532,295,6419
2288,1143,2143,4665,7372
30,7148,170,6617,7144
4205,1890,6844,512,4290
2801,2698,2710,4474,5450
2521,1912,5897,3226,5354
5757,5750,5550,4230,1854
3013,7020,755,886,5140
7227,6917,1040,6274,4815
3478,1321,2538,1545,3560
2,3465,6013,6675,4707
4964,683,5557,749,4654
6698,6992,4300,5566,4499
4414,1440,852,4293,3865
6718,5024,4835,3317,3530
7076,1193,5498,7075,824
2031,2820,2378,6717,2605
3926,5942,6210,1938,6340
5348,2634,3155,5756,2682
3318,4687,1593,495,943
7384,5195,5495,6200,2870
2615,5633,4662,1567,420
4833,3309,3503,553,1333
2810,371,6408,5027,7167
6084,6834,7424,513,1405
144,5727,5349,1091,3350
6508,3731,6688,5764,410
2374,7421,4304,4935,6190
6507,6502,3455,4382,651
6101,3278,5672,768,3139
6849,511,82,4426,153
2767,3703,3529,6309,3782
6004,2732,6065,1715,4245
2201,6541,6804,7031,6285
4727,1552,5682,2918,2209
2220,6631,3075,7429,5994
2833,5995,744,217,183
6109,6990,3730,3759,4261
3646,716,7247,6451,7381
3389,6296,3127,2835,4512
111,4528,7321,5247,1861
4386,7137,4322,3971,7055
1343,6037,6965,1425,2447
5504,1740,6425,6275,3392
6561,2813,2888,6051,682
6703,907,2616,6483,4400
6342,5429,1465,5703,4054
361,841,1837,1947,6772
5361,5635,6365,4047,5525
34,5412,1759,1903,4910
2709,4951,4919,138,980
2714,1085,2233,1702,4830
1793,1128,3606,2899,670
1061,1496,4609,2399,4462
1502,3115,477,2504,6429
2789,6182,4401,3960,1911
1915,3050,3319,4636,2025
3435,4552,6623,5271,290
1303,1568,6374,4464,3590
1815,4353,692,2729,5085
2038,2673,6386,3288,2115
3095,5943,3326,5583,525
4177,246,4890,2211,1089
3644,3998,53,1812,5333
4963,813,6748,4359,1487
1733,603,7223,984,203
4502,5472,6993,1284,7411
417,55,39,3643,4141
169,1923,347,1394,5607
2451,2838,5296,3390,2950
2887,1431,4962,413,6750
296,1976,2777,5527,4535
1151,2084,7159,1447,910
2695,5768,438,6715,6223
2309,3525,3951,77,1777
1811,7258,6140,4179,4666
6202,172,5204,1907,7299
1778,5281,7294,7064,6361
3110,2066,2638,3562,2242
4561,1427,4184,3793,4173
6774,4148,1282,2611,4555
135,5280,1618,3345,6307
6052,4569,6769,2332,7161
5921,5985,5824,5439,1529
292,227,6500,5574,7066
210,4305,5006,1045,4345
6865,3838,2508,6358,5169
3719,260,7178,1892,6488
1088,3417,3468,2192,42
833,1676,6078,3369,1400
6266,4693,1522,1752,2553
1936,5547,3647,4175,6081
3978,3346,5298,6153,1648
5726,3622,650,5138,6661
4676,3632,5704,4614,1817
1965,3585,5532,1221,5470
7087,1669,4442,2091,1276
2839,2743,6257,3658,5832
5409,3859,3195,6908,1309
5191,4892,6975,1387,2949
722,7323,4039,6863,364
5419,6071,6403,1137,3124
1032,3223,723,1222,1131
3575,3403,6048,1156,1144
4174,2670,2355,5882,1754
530,6752,1875,6691,336
174,1311,4991,7065,5235
3220,1569,4350,2546,3492
3558,7095,207,4000,5041
4105,6406,2098,386,1475
6852,4544,2189,382,105
1523,1829,3878,5677,5403
7440,4407,6643,2473,6564
1804,1697,5406,2834,3907
5294,3238,2501,1664,4987
5992,5924,2677,6411,5242
508,5884,3707,3456,3440
2999,133,5739,2537,2866
4713,5161,1235,1631,4413
2619,4663,5549,857,747
1420,5118,319,3625,2720
6489,4476,4494,3875,1928
110,1818,1013,5089,5331
5037,7432,2074,3410,3546
4522,5392,446,5796,7362
4485,958,3869,2656,6792
7242,7013,117,5959,4844
2843,1096,4738,6228,701
5351,1078,1167,269,1292
2571,2893,3148,5009,4986
5465,6985,7425,7003,3339
1967,3624,532,4584,2311
2350,5164,124,3921,2507
3202,519,7271,622,4880
6418,2823,5036,2802,696
1671,6877,2731,2901,4308
4222,400,1834,3974,6371
6079,3814,1679,1876,5489
1630,1453,6485,4376,7154
916,1563,2914,36,3023
2660,5673,2386,5188,7107
5229,5998,7162,5962,6155
4137,702,2140,5448,2941
4136,5662,1155,4785,752
2396,5511,2879,257,233
5386,837,313,4929,3613
772,2520,6044,5560,1935
5365,6245,6744,3598,213
6364,6450,5350,1849,3800
3320,4383,521,5887,6735
4253,2328,669,1158,2108
906,439,2454,4218,3452
4629,2648,3600,1443,1551
1499,5241,2694,5245,1334
5523,1717,5888,3302,2763
6997,119,4012,7338,2666
3605,1898,3170,3297,4996
4147,5626,3979,6983,1251
6678,2640,3716,5801,2934
98,7203,1047,5954,7305
1332,4324,740,4348,5825
6851,4944,1016,5025,1125
851,2167,1072,2301,7473
147,5219,5519,706,4948
2716,2756,4355,4838,1212
1438,2614,3925,4334,5760
6722,497,4256,4419,7083
5341,871,146,3151,5321
1134,6346,157,5054,699
6543,5873,1760,5154,3883
3849,3351,48,5619,773
7433,1692,5632,3489,1194
5643,2049,2728,4950,408
5092,137,5986,2002,1157
6559,3379,6098,922,4338
145,1535,4098,143,4854
1055,782,7280,2523,488
3163,1508,3498,4398,2547
3175,4591,6095,1101,1358
4227,7045,822,3908,7073
3754,2453,1672,2225,5139
282,4672,226,4172,2028
2483,4251,5120,2420,4596
4640,5784,3004,5853,6357
1283,2587,3225,5134,352
5152,7481,753,5938,4516
3084,3640,6009,5573,318
103,1942,2779,90,3905
2635,1585,2466,3173,480
4536,7092,5388,1768,4539
1239,491,5949,4894,573
4626,1914,5776,4558,6719
3016,4823,6320,6197,6122
1034,564,535,1426,4460
6102,5761,6056,4762,6045
3746,2859,6612,2846,7345
3154,1263,2103,679,908
4295,1774,3950,6588,5805
3031,7034,5637,5104,501
3659,5376,5889,4028,4857
4643,1138,5117,4711,771
890,5438,3104,7224,3796
5236,6593,6672,2130,2333
4087,4692,1870,7191,6196
1734,4710,1929,3167,369
7039,2433,1917,6636,6890
6793,3393,6439,6534,7176
1918,20,7437,2844,4797
1791,6409,5968,1511,180
66,1376,3085,1639,812
1707,4620,2764,4839,5408
629,156,6615,1578,7379
1092,7459,6835,1736,7018
6699,2608,94,5209,1577
447,6021,6796,3190,3210
4955,5299,4606,1318,4758
4720,3832,4377,811,1847
1238,4155,2627,7369,5568
5848,3057,3542,2514,4842
2916,3502,487,4097,4645
6600,2964,1841,5156,6314
7477,4361,6725,3130,7371
5273,6103,3977,596,5898
1971,736,1616,1087,1410
4341,5013,4740,5330,6828
2379,1608,6431,373,6093
4086,4027,6902,2922,1695
4278,2781,2722,2597,5530
7354,4589,1889,7471,3074
3164,2223,5328,4297,6655
6513,6525,3725,2072,7231
4068,6801,4285,2248,1922
499,2890,4510,5317,5400
4059,646,6971,6497,1331
6461,7139,5314,4862,1063
2560,6709,2481,6369,1259
2817,1640,5303,5612,1712
6679,1346,574,451,6230
6553,3785,7395,4527,2576
1474,6113,930,4980,4836
5831,5829,1448,3726,577
7431,6116,750,7192,3701
4874,1449,4753,5563,6741
5819,4299,6330,1313,3458
3776,3381,2943,681,1656
990,5124,503,1272,302
3107,1459,1497,2168,4392
7484,2689,3143,1880,1930
5629,286,4404,691,1678
3618,5762,359,4069,3495
6995,4255,3374,7445,2827
3020,5178,2362,3830,5849
3313,5378,355,5231,776
3312,3425,4983,2053,4942
5872,4697,6213,305,1637
4287,3970,3617,6860,2462
2004,6193,6855,1953,2277
7408,2235,1409,3891,2139
38,5150,3548,1056,879
6231,7308,5171,4349,5132
729,1763,2806,1747,5484
7038,5736,237,3080,2745
6921,2476,96,690,6355
4631,517,6667,5179,1243
6819,7093,6240,923,6638
2558,354,5539,5093,6662
1023,5901,6312,5457,1142
6745,5616,7033,7418,4735
6069,1117,4678,6464,4436
2102,65,4243,3205,4071
3557,1958,5426,5905,87
988,7263,6881,3500,5369
107,1347,3060,7024,214
3554,5278,6318,7466,4269
807,176,3140,1799,987
1319,5743,4498,5660,1573
5423,1998,3462,1317,4310
4756,1288,712,3227,6220
6873,2502,2828,2273,4192
1619,100,1473,6818,3683
6807,3029,3986,6767,2574
7353,5926,5890,6123,6580
2643,474,6377,3103,1665
4163,6442,6650,816,5567
259,828,2881,4801,4933
15,7016,1565,6775,1253
6826,3799,1234,969,5086
3918,1136,711,224,2724
2246,854,5454,2300,3579
1195,4362,5969,4296,7009
5255,7200,1633,2448,4725
4199,1035,3172,5933,4263
1026,1275,1080,112,3144
3022,1036,4284,26,3007
2178,4291,2397,7257,5414
2674,4699,5930,7147,3477
6663,6988,6360,4972,2793
4984,2626,6550,2578,546
6404,5669,4201,1539,5385
1419,3093,2387,1067,6400
4784,7118,6273,2940,3610
2770,3406,769,5608,5326
6846,5105,2005,4482,1192
5042,78,2287,6235,3416
2479,2256,7328,1146,4759
470,1709,1638,4647,724
1412,1269,5228,2595,249
3938,1389,6974,2780,6566
2077,894,5700,5234,626
6019,5193,4732,3787,1952
3752,2406,5961,3176,2585
6627,3641,2330,1289,349
6785,1123,4129,5786,5111
1312,5710,3398,1821,6128
6847,6324,6270,2237,394
927,5723,3463,5019,3870
4441,1322,960,6387,3677
3237,299,2107,4049,2849
2284,2410,6521,3352,5720
3709,2513,5522,5360,6085
3853,6763,1992,6271,7447
7053,6370,7001,5529,4045
4057,6999,4418,4214,4112
4120,778,4783,3218,3620
6027,5630,6982,1762,6954
4281,1266,5404,7286,3896
7430,4113,5353,1617,5963
3651,3049,4746,6472,6129
2347,5485,5709,748,4583
533,1852,7316,3668,5964
6373,805,2218,3086,2798
1979,539,704,3949,7274
7240,4876,6301,2346,2343
1809,992,2617,1509,3450
3380,1278,3552,6670,4275
171,5437,3028,3783,2061
558,7450,2814,329,3689
6242,1421,2402,1367,5693
5595,7300,6426,4077,6323
3446,1828,4044,5546,3408
3059,5524,2782,4822,6906
1256,7279,3371,23,792
3769,2394,2947,2323,1437
538,5615,2303,3361,482
3568,1761,2913,4686,6573
1913,5774,5471,1336,1845
2655,2122,3100,252,384
1028,4938,1513,2676,1362
344,4093,3602,2527,6334
3881,2380,3884,3989,3615
2040,4073,6341,310,5879
6229,6279,5641,284,1628
6666,756,3983,366,5770
1365,7370,6265,7156,6041
18,4501,6714,1229,5490
3244,377,3749,4791,4081
1902,7255,3997,5587,7217
331,0,6514,5352,4998
6887,868,6356,3260,6690
3626,1643,2474,2519,1823
6120,4328,2981,2847,3412
4038,6427,5841,406,6803
2320,4264,6537,5830,3955
4471,2186,6825,6577,3750
3039,3062,5528,4615,2811
5344,4586,6441,3315,1705
2688,5737,3801,978,6929
4154,7208,764,5721,2282
1642,5706,2657,6869,4170
829,6239,3286,1116,1057
5339,2017,6868,6652,2180
1516,2487,5617,339,5381
3105,2613,68,2857,3940
4417,4864,5973,2621,4083
2500,2926,647,7080,4920
43,5226,7401,2438,1109
116,5302,6115,5015,1191
6604,2119,4749,2561,1572
659,6480,4908,3207,5958
4860,5610,5244,4925,5004
4311,3995,2924,4601,2703
1846,7434,6708,1766,7218
3857,7335,7222,6742,2179
5982,1245,1961,3840,6092
5864,3451,6721,6630,7376
1792,4180,2985,115,840
2509,3877,5679,3340,4879
4434,5683,6347,7458,674
2373,2182,754,7474,965
6962,3588,5159,2755,6478
5274,595,485,5020,2202
1148,3421,4937,2132,7441
5580,2258,367,5411,611
6405,5935,4869,79,1369
6077,1949,5043,2667,516
6972,3670,4870,1493,1392
5699,1629,1265,1398,804
1290,3798,786,1541,3423
1956,4431,306,72,6060
775,6349,859,6727,3914
6061,132,4837,1503,4309
3196,2087,2787,3443,1675
3287,2401,3611,6915,2106
1699,963,5911,3937,6086
7272,335,3592,4466,6068
4966,1797,163,4043,3385
586,289,2803,478,3222
6158,3772,5957,6259,108
1093,2536,6221,3259,4239
6882,3291,4085,3513,7155
7364,2159,2187,4220,4871
3025,1054,5497,785,1472
3698,5425,181,1082,820
7410,6134,1725,1686,4168
781,1553,2446,3520,2184
2797,6366,6587,7392,3334
4769,5481,3010,3608,1746
2385,443,6773,3745,2068
3816,4889,4742,6368,5114
3786,3316,363,6114,2927
3112,7360,5665,6157,6606
4151,5950,888,5981,4033
5129,3021,3872,5053,6212
649,2700,3553,5055,5136
5927,3889,1368,1188,6226
51,380,1988,3609,5026
1556,2276,7158,6176,5537
4101,6035,7145,6473,54
6161,5473,2266,7112,2429
6909,2542,2085,2165,7382
279,4777,3996,5984,5956
1924,1485,1310,7030,178
2658,3803,3863,2569,3805
970,4595,3041,6512,6634
2633,7475,6780,5199,6958
1728,7343,1179,7456,3448
6565,161,3156,6208,3165
2403,703,6664,2742,1464
2219,3158,229,2076,5044
2593,5022,7426,2113,924
2641,4451,6567,6381,429
1872,2505,2267,99,4456
1325,576,2206,1904,3753
2051,2650,2484,1038,7135
6903,3120,272,4848,5628
6736,4975,6689,6944,7278
7307,1219,1267,6912,6557
4812,3221,4343,6996,4556
1723,7116,1005,7100,1066
1299,6894,5520,7082,2494
1651,3935,7015,6449,6046
4135,1962,4593,6152,6891
6523,1099,6363,3900,7102
6180,3239,2457,4914,7359
6300,5266,7051,1338,7170
5310,2001,372,4352,4368
1335,6304,2706,4406,1972
5478,6138,1297,3649,5689
4320,3577,4683,5030,2920
7022,2310,5599,6131,5894
3487,1772,5541,4841,2642
1273,1004,5232,6989,4288
3348,1340,6395,4708,4598
1977,2751,7037,6579,2041
205,746,2109,4670,5306
6973,2974,3407,6624,5735
3519,2910,3744,173,863
5941,707,5476,7427,5158
6127,5100,1607,3728,2760
3932,1208,122,7194,3153
7229,1483,4564,505,5479
1268,2765,21,1373,6384
1685,6986,5795,5812,5702
6885,5038,4003,1688,1211
2015,3332,5868,186,416
3991,2996,806,475,2659
3150,1555,5627,7268,523
1075,1596,7470,6206,6547
2421,452,2299,3358,6392
4384,5319,2035,118,6362
800,5652,4940,616,2718
4737,3293,5399,5396,2691
3599,5578,7248,694,6795
6836,6201,3311,1178,6100
1973,6925,2531,6932,5316
2043,476,3485,4624,5712
5011,1525,1024,827,3037
4881,266,510,5225,4405
3717,2612,177,2594,7251
4440,5005,6174,3762,3545
3821,70,2326,5427,1366
6970,4055,2841,3126,293
1217,5194,4036,5075,507
5200,4922,4425,1784,2461
40,5931,4473,2805,1674
4817,3146,4675,4802,5305
5751,445,2588,695,7483
2240,5487,3337,2336,6062
3038,59,3550,5840,5844
5769,3533,1200,6149,3322
1769,2243,3582,1886,6856
1519,7453,6468,5368,3035
2796,3967,1960,7254,3766
3411,4798,158,4905,1403
97,6859,867,3985,2600
3449,1236,3572,5416,4111
3497,5915,7090,307,1696
4768,864,3797,1597,4904
4764,1786,5713,2456,2289
333,5064,5401,5717,1625
4734,5174,4592,316,1457
1537,1756,6018,301,3069
6959,994,5074,1168,5874
324,6991,6758,3755,61
1706,7309,6352,6805,4247
3761,6020,721,1546,2062
1079,1388,534,1466,1775
3574,2104,628,7344,6569
2238,2152,7209,317,275
2436,5867,2979,2583,27
2620,4132,6622,6295,2973
412,1865,5860,6306,550
1634,1402,2872,1184,4652
1561,1833,2995,2055,7210
5510,1452,4119,938,4979
2477,7347,6940,3473,1129
3386,3418,3271,5372,5813
4507,7297,4316,4325,6105
7291,2970,4062,2869,4181
4772,3695,1881,6006,5960
6458,2312,4947,823,6764
3024,5918,486,3584,7149
5642,7339,6402,4733,3764
3400,1691,1119,4486,212
6436,4169,4080,2876,5049
2067,3616,6484,2467,3236
2278,1644,1802,7402,5548
5143,537,5645,2354,6683
5398,3825,4534,1252,1161
6379,2174,6857,1632,6432
1053,2848,5577,7361,5779
5176,2976,3066,4213,5452
5533,2086,4497,4957,1223
3072,3829,5227,6066,151
4681,714,1501,484,7069
402,6519,4700,2353,3159
4773,7173,490,4238,835
2498,3036,6269,7261,5691
2792,5021,6854,4970,6831
7283,3409,3788,2000,2671
2539,4834,5223,3614,3118
4863,973,2832,3527,2702
5203,4374,6237,7166,5094
964,7293,1107,3265,154
1039,6980,4005,790,795
2264,4745,3474,6160,3773
3982,5045,893,4967,3491
6695,2280,1307,968,165
7455,2705,7141,4995,1543
2155,2772,3191,378,2009
3108,5141,6476,2234,3566
5028,4438,5197,3475,5367
6498,6560,7326,3275,3637
1033,3232,6479,4776,4961
2639,6585,3402,1320,5285
3669,3470,7140,2568,5910
2024,4767,5778,1209,1579
245,5265,941,5579,2622
2826,7235,4203,4110,1214
1820,5934,2683,5293,6139
6111,3732,1909,5565,2338
7365,7152,2197,6864,6876
5821,3012,5446,6462,2173
2741,4234,5837,1940,2063
5719,56,2679,7046,4198
7403,3972,3056,7067,2492
5157,1279,3834,955,5260
4709,5215,1738,187,2886
3283,6082,6376,5342,6842
4432,7419,728,1097,2150
7000,4481,2129,2485,1135
360,648,697,1663,2825
1531,6812,1207,4545,3700
905,5119,1326,520,4282
6530,7068,713,4684,5668
5014,5311,6589,6378,5207
5345,4342,7341,323,2151
5102,3523,4953,4391,3193
6759,6118,3893,5724,4617
5767,5482,2885,4390,3980
5731,19,7057,6251,5205
2785,4504,3505,1351,4090
3136,6321,3174,3399,2361
2968,287,3138,1995,2315
5112,466,444,7405,6770
6445,498,3743,2214,3708
164,1488,6256,2262,1293
392,2831,1559,2891,6967
7482,341,6893,6264,4576
2740,2551,796,423,7304
3601,5198,2450,230,5880
2774,3388,3261,126,3030
6599,3770,5814,5678,5838
5370,6687,7478,2114,5466
3063,3053,2963,3904,1139
551,844,3324,3438,6813
6578,4997,7315,6905,1770
4808,6438,4866,1456,995
7101,5300,6783,5535,4158
5480,6501,2411,7202,303
298,4613,5032,3631,464
734,6540,7281,1764,17
3217,4760,1580,543,6032
5003,4126,4133,5681,5190
5494,4903,952,4467,592
3373,6457,1528,6938,2452
5002,3686,2800,4782,7050
4855,71,932,2416,1009
4454,6841,5057,1824,6040
6,6167,6827,4548,1189
3353,1611,6605,2545,4074
6845,567,3494,3667,5690
1240,6262,1429,1989,2082
5397,634,6653,2944,2851
7390,4277,4722,6888,2939
6292,4936,6447,2228,4378
1070,1884,1339,7099,2428
1879,6874,4902,4063,434
1721,4493,91,3636,855
3657,3460,1022,953,41
799,4898,5145,5606,6771
7021,2395,3054,125,273
465,2013,4607,5023,6919
3976,3098,627,5430,1681
5488,6509,1860,7114,5817
467,2854,6094,2534,2111
7246,4658,1581,1385,1558
4360,665,6628,6936,396
5239,49,3702,1839,6935
64,1980,4024,1623,615
6209,3308,1576,3718,3630
1549,4294,1059,457,3235
5793,3250,390,2048,4875
7342,101,5631,4019,1932
5798,399,80,1174,7463
381,4142,6132,6399,5248
570,185,4703,6089,3184
6177,4521,861,5447,6428
3706,4301,2577,5655,5725
3880,3357,6207,3784,4644
3087,621,3988,850,664
2495,4821,6315,4249,4380
5251,6080,1605,5079,1647
4849,1745,2717,5857,6562
4520,5459,5600,966,6784
2858,2512,3111,1944,1308
2125,309,489,297,2993
7059,1418,604,6175,2564
2624,6417,4089,4816,168
6192,876,1515,7081,2606
4283,1566,3422,1948,3720
3077,1997,2069,5684,3882
2951,3254,6558,2294,4292
5082,3842,818,5640,3019
5183,6282,7211,3304,4804
1711,2092,5233,531,365
2458,2812,1153,5554,515
560,3879,3002,1807,5315
4632,4509,5182,865,5424
58,1124,4022,6838,411
5852,6526,7186,5363,3671
2518,1548,85,1357,3589
6506,7111,4272,6705,5675
6776,3496,2475,1600,5220
462,6644,2134,3109,4781
314,2883,7042,5238,4572
6151,2162,2324,5334,3064
6107,32,4157,2360,2136
4633,1478,3097,4225,6656
3014,3216,208,4911,522
6466,330,2306,1574,5108
3563,375,6516,1687,6660
3229,554,4698,2530,1921
7177,6978,779,5858,4899
2116,4472,578,202,2079
3565,4651,4065,3780,7244
4229,6470,1147,2591,5591
2937,5441,5323,1985,6710
738,1462,6618,7084,7298
2222,1356,7356,845,5289
6241,6878,13,3721,6957
6581,3094,5126,762,5202
3356,6797,2528,6469,6751
4977,1730,6454,2370,4714
5110,644,5502,3006,6236
3712,7332,3018,2821,5877
95,6141,1801,1943,1710
3471,6659,2824,1856,6398
717,4712,5989,1460,2900
3395,1182,4411,656,6625
6830,2882,3674,4448,3482
6821,4580,5866,3042,2073
184,4508,5415,1934,7467
7420,5061,2096,1635,2010
4608,961,6198,195,6136
7267,1620,5196,7250,3920
5614,3249,3734,6367,142
7355,3252,6815,5428,3792
7199,2419,7366,3957,3091
6930,1018,4557,4505,1806
5944,2260,1180,4231,2911
6762,5777,5623,989,2928
4140,5275,3055,2704,4648
3969,5971,2196,280,5237
5243,6814,3909,4619,514
6824,3364,4750,4623,1371
1857,3444,88,2762,730
6701,788,1130,3723,4641
1970,1287,6172,1359,4819
2118,1390,831,4268,2766
4319,7027,2541,6246,6211
6413,2693,1244,7206,7040
7115,2889,6322,2302,2860
591,2081,4540,1982,2807
6067,4096,4051,2713,6753
1228,5058,6951,7172,1986
2185,3516,4453,7234,708
7317,1827,6372,4695,4021
1295,7277,6135,47,3804
10,4694,4927,5496,1494
433,4853,3251,5919,3116
3298,2955,4152,6916,5999
4907,3748,4532,6706,5413
6518,2933,1050,2923,5151
6684,6011,632,4270,1281
5782,7245,7422,4461,6969
5806,4452,3032,1071,3123
2286,1645,1534,7127,2601
6861,856,291,1064,3082
1237,2142,4627,2978,4778
3483,4371,7007,6423,7438
4958,2144,22,7282,2830
2726,6747,6904,4731,6407
2983,407,1599,7436,5166
1210,5307,218,1689,3182
2929,873,7348,2023,321
2356,5162,3119,1381,3551
4232,3162,337,4872,2754
4455,663,6057,2424,613
3778,7336,2037,1477,3370
3541,4730,7358,3543,5109
3047,3372,7193,1298,6582
2759,3431,975,956,4134
3922,618,2675,4480,5390
526,3836,4026,6421,3445
150,2398,2011,582,1788
6728,1149,4484,6641,4787
415,2874,839,5604,3933
2750,684,1753,1750,4660
253,6205,6840,524,6574
3481,3198,763,1789,7213
4196,2126,5336,4656,6083
7302,3045,5913,5356,6696
4943,2455,1602,5939,141
3242,7388,2873,340,6950
6948,3628,919,7480,741
6299,3211,5422,598,6433
3987,506,5515,1382,5687
1742,3141,3953,7071,5758
6613,600,3526,4037,2060
4705,1481,5585,1113,5269
6150,33,2408,3757,2971
4076,2138,6335,733,2753
4206,843,4244,25,2930
3715,4018,5646,2425,2307
5792,123,1993,1538,4072
2314,6104,5625,4618,5508
7312,1114,6049,5833,6984
1316,3549,6976,6955,609
6031,981,2829,6119,5167
2392,2391,7160,1017,6227
2572,3248,6482,589,4668
1888,1796,5168,7105,244
5091,2090,1001,5975,789
594,4271,2190,4366,4766
5444,5822,3044,2959,7330
1652,1435,7088,4550,7238
3540,4017,5258,5734,6412
5862,5820,7120,5603,3256
5440,4883,874,1027,3258
2158,1422,3338,1776,6316
4806,918,1532,6225,167
2422,4053,6448,6088,3679
334,2906,5589,1862,2938
5087,7383,1743,4079,4446
1140,4207,678,2257,1175
2252,24,2131,5170,6194
3538,2253,5187,2692,6931
7363,6467,130,4856,1670
2046,2203,1232,1866,3741
3569,4388,4144,2908,7226
4639,4265,3638,4046,4786
7216,5828,3068,3015,6522
5718,120,3868,2334,7103
5282,5686,7143,2390,4566
4500,825,1164,6920,4095
2862,743,2554,5707,3426
2444,5065,5383,7044,2094
3263,4514,810,5895,2598
2790,6254,472,2631,6319
4506,2210,4182,4276,985
109,2193,759,979,4680
6897,5078,2170,1853,2795
5983,5125,7074,387,2580
4757,5787,6268,425,3441
1197,35,826,928,2443
155,4577,1795,6003,3289
1159,3199,397,1370,2460
4993,3414,6802,4690,63
7301,668,5355,2052,5148
1957,504,4107,267,148
5417,3697,6657,2145,7056
585,458,654,3404,1583
6555,4060,5940,1520,6204
7333,492,131,4490,6397
4001,2786,4810,4209,6171
2057,2965,7214,6692,1863
4235,4788,1203,127,29
2919,5657,6781,7136,6866
4887,4149,3675,2430,3923
1305,5443,428,5697,2121
1682,2212,3178,1814,2778
235,6247,2783,6681,4082
5153,7184,608,6494,848
6646,3179,2468,7188,4723
624,261,270,2573,5917
4337,7097,114,4799,4988
1344,2368,878,5325,4543
7391,1069,761,3595,2610
2163,5309,2491,7029,3691
2629,2708,4259,4941,1363
5373,2148,4058,6510,2746
913,3634,6901,3927,5576
1242,1966,1713,2579,6810
2268,1458,4622,1274,1716
2293,5312,221,268,6325
2917,4811,1901,102,2304
5746,5263,6390,3696,5067
803,1694,1571,5050,1350
4807,5800,1329,7287,1030
2686,7327,3281,4587,2818
4109,2431,5590,4447,6616
2423,7329,3270,2986,5144
7179,4547,3367,2637,2365
6130,2517,6614,5261,6910
5759,4563,1231,2685,6542
3273,4949,3571,1073,6632
2195,1758,2404,1355,345
2809,3253,7406,6680,1314
7448,3048,4525,6224,5896
602,139,4035,3296,1680
1008,5449,4289,5952,2128
7439,967,5732,6070,7340
436,4537,3267,1162,3642
3806,1173,983,5505,2478
1540,1741,7295,3241,1954
4794,6142,1260,3290,7133
3342,5733,7078,914,5405
7117,5870,2961,1185,1364
463,660,5343,7325,6790
2058,5790,4611,4002,1603
5115,7187,2791,1386,6039
327,3008,461,7265,3819
3724,251,1825,2966,7180
802,6900,6850,7182,7292
6702,175,3433,7005,6911
4347,1627,4273,3852,1461
4216,388,6730,2465,1227
3941,136,4450,4397,7442
5605,6755,4242,1732,3823
437,3366,593,1271,1285
1081,2016,547,2318,4780
5593,562,2586,6707,2815
4530,3911,6475,5357,2153
2230,1181,2083,666,3517
351,2469,4515,5602,3892
7387,1693,880,4868,977
311,1726,4478,2618,5052
4529,2909,6424,5676,4430
3186,4978,3561,542,6359
3189,2804,1542,2982,898
1115,4655,6444,6440,5929
7168,1790,75,976,6284
3424,6043,2471,3939,3811
7311,7189,6671,4465,5313
2570,5748,4726,6121,326
3928,3847,479,2177,3343
422,294,735,5099,4581
4981,6732,2352,3733,5081
6076,5506,4123,1964,1554
6185,3305,7454,862,1859
1015,6156,5553,1126,1990
1757,1530,2339,4546,7349
5863,4228,7061,4313,6106
5040,4865,5394,527,7270
1084,5711,1384,3678,1170
1428,7464,5816,4357,6348
5955,4973,6338,581,7181
3292,1345,4549,2019,5827
1606,7205,405,1012,6137
6033,3586,1090,3736,455
3034,2213,6087,6014,2628
5766,3187,821,1407,2341
5966,541,4427,3851,5765
5696,1261,6215,5096,7026
6034,1700,196,5071,3818
1463,5135,5594,6934,6511
385,4792,5127,4931,4008
583,3581,5581,6848,6697
2863,509,1969,5249,6682
5468,6456,891,6737,698
2768,6108,5262,1349,5512
4372,7063,1991,5601,4956
5745,4161,3692,2984,3147
1186,6277,7201,2712,6571
4004,2998,3000,149,4717
732,4719,4915,3428,7106
639,7252,6596,1049,1557
2969,140,2880,2715,283
1729,6053,5638,2032,2488
1906,5875,565,3740,4116
7386,4599,3962,3596,6186
3860,5906,1455,2524,4458
448,584,2255,4006,942
6647,4262,6258,6832,3894
442,5308,2544,1920,5861
4744,4724,559,5517,1704
4011,1108,3269,2176,7109
2169,6862,549,676,917
6382,4739,3436,5772,2956
607,3655,1014,635,6799
1484,3368,1659,5667,2515
4103,3756,1698,6603,4445
7070,7174,4237,2565,7014
3898,4029,1896,1864,2229
1,1498,69,4335,2308
4682,6063,6422,5976,3722
1668,374,3307,3396,3228
5098,1163,6491,3420,5221
5240,1684,3387,6602,468
3476,4302,4796,1690,2644
6626,1869,5775,858,379
3862,1106,5729,3968,6798
159,3673,4594,7290,3459
