"SMILES","CYP450 modulation"
"CN(C)CC1=CC=CC=C1C1=NC=CC(=N1)N(C)CC1=CC=CO1","Inhibitor"
"NC[C@@H]1O[C@H](O[C@@H]2[C@H](N)C[C@H](N)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@@H]3O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O","Noninhibitor"
"COC1=CC(OC)=C(CNC2=NC=NC=C2C2=CC=CC=C2CN(C)C)C=C1","Inhibitor"
"O=C(N1CCC2(CCN(CC2)C(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CSN=N1","Noninhibitor"
"FC1=CC=CC(=C1)C(=O)N1CCC[C@@]2(CCN(C2)C2=CC=CC=N2)C1","Inhibitor"
"COCCOC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C","Inhibitor"
"CS[C@]12[C@@H](CCC3=CC(=O)CC[C@@]13C)[C@@H]1CC[C@@](O)(C(=O)CO)[C@]1(C)CC2=O","Noninhibitor"
"OC(=O)C1=C(CN2CCCCC2)C(=O)NC(=O)N1","Noninhibitor"
"NNC1=C2C=CC=CC2=N[C@H]1OC(=O)NC1=CC(Cl)=CC=C1","Inhibitor"
"O=C(OC1=CC=CC=C1)N1CCC2(CC1)CCN(CC2)C1=NC=CC=N1","Noninhibitor"
"C[C@@H]1[C@@H]2CC3=C(C=C(O)C=C3)[C@@]1(C)CCN2CC1CC1","Noninhibitor"
"CC(C)NC(=O)N1CCC2(CC1)CCN(CC2)C(=O)C1=CC=CN1C","Noninhibitor"
"CC(=O)NCCNC1=NC(=NC2=CC=CC=C12)C1=CC=CC=C1Cl","Inhibitor"
"COC1=C(OC)C=C2C(=O)N(C)CCC2=C1","Inhibitor"
"OC(=O)CC1=NN(CC2=C(F)C=C(Br)C=C2)C(=O)C2=CC=CC=C12","Inhibitor"
"FC1=CC=CC(NC(=O)N2CCCC3(CCN(CC3)C(=O)C3=CC=CO3)C2)=C1","Inhibitor"
"CN1C=CC=C1C(=O)N1CCC2(CCN(CC2)C(=O)NC2=CC=CC=C2)CC1","Noninhibitor"
"CN1CCN(CC1)C1=NC=C2N=C(C(=O)N(C)C2=N1)C1=CC=CC(=C1)C#N","Inhibitor"
"COC(=O)[C@@]1(CC2=CC=C(F)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CCSCCO)C(=O)N(C)C","Inhibitor"
"CCCN1C(=O)N(CCCOC(=O)C2=CC=C(C=C2)S(F)(=O)=O)C2=C(NC(=N2)C2CCCC2)C1=O","Noninhibitor"
"CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(Cl)[C@@H](O)C[C@]12C","Noninhibitor"
"COCC(=O)N1CCC2(CCN(CC3=CC=CC=C3)CC2)CC1","Noninhibitor"
"COC1=CC2=C(NC=C2CCNC2=NC=NC=C2C2=CC=CC=C2CN(C)C)C=C1","Inhibitor"
"NC1=NC2=C(O1)C=CC(Cl)=C2","Inhibitor"
"CC(C)\N=C(/N)\N=C(/N)NC1=CC=C(Cl)C=C1","Inhibitor"
"COC(=O)N1CCC2(CC1)CCN(CC2)C1=CC=CC=C1","Noninhibitor"
"CSC1=NC(C)=CC(NC2=CC(CN3CCOCC3)=C(O)C=C2)=N1","Inhibitor"
"CCCCCCCC\C=C/CCCCCCCC(=O)NCCC1=CC(O)=C(O)C=C1","Inhibitor"
"CN(C)C1=NC(=NC2=CC=CC=C12)C1=CC2=C(OCO2)C=C1","Inhibitor"
"CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3C(=O)C[C@@]12C","Noninhibitor"
"CC1=CN=C(CNC2=NC=NC(=C2)C2=COC=C2)C=N1","Inhibitor"
"C[C@H]([C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCC1=CC=CC=C1)C1=CC=CC=C1)C(=O)NCC1=C(F)C(F)=C(C)C=C1","Inhibitor"
"CCCOC(=O)C1=C(CCC)C(C(=O)SCC)=C(CC)N=C1C1=CC=CC=C1","Inhibitor"
"C[C@@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1","Noninhibitor"
"COC1=CC=CC(=C1)C1=CN=CN=C1NCCC1=CN=CN1","Inhibitor"
"CCCCNC1=C2C=NN(CC)C2=NC(C)=C1C(=O)OCC","Inhibitor"
"C\C=C(\C(=C/C)\C1=CC=C(O)C=C1)/C1=CC=C(O)C=C1","Inhibitor"
"COC1=CC=C(C=C1)N1C(=O)C=NC2=CN=C(N=C12)N(C)C","Inhibitor"
"COC1=CC=CC=C1CNC1=NC=NC(=C1)C1=C(C)ON=C1C","Inhibitor"
"C[C@]12CCC[C@@H]1[C@H]1[C@H](CC2=O)[C@]2(C)CCC(=O)C[C@@H]2CC1=O","Noninhibitor"
"COCC(=O)N1CCC[C@@]2(CCN(CC3=CC=CC=C3OC)C2)C1","Noninhibitor"
"CCCC[C@@H]1C[C@H]1C(NC(=O)C1=CN=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1","Inhibitor"
"COC1=C(OC)C=C2C(=C1)N1[C@@H]3[C@H]4[C@H](CC1=O)OCC=C1C[N@@+]5(C)CC[C@@]23[C@@]5(O)C[C@@H]41","Noninhibitor"
"C[C@@H]1[C@H](C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(=O)C2=CC=CC=C2C1=O","Inhibitor"
"CN1N(C(=O)C=C1C)C1=CC=CC=C1","Noninhibitor"
"CN(CCC1=CC=CC=N1)C1=CC2=C(C=C1)C1=CC=CC=C1C2=O","Inhibitor"
"ClC1=CC(NC2=NC(SCC3=CC=CC=C3)=NC=C2)=C(Cl)C=C1","Inhibitor"
"COC1=CC=CC(NC2=NC=C3N=C(C4=CN(C)C5=CC=CC=C45)C(=O)N(CCC#N)C3=N2)=C1","Inhibitor"
"CC1=CC=CC=C1C1=CC(NCC2=CC=CC=C2)=NC=N1","Inhibitor"
"CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O","Noninhibitor"
"OS(=O)(=O)C1=CC=C(C=C1)\N=N\C1=CC=CC=C1","Noninhibitor"
"COCC(=O)N1CCC[C@@]2(CCN(CC3=NC=CS3)C2)C1","Noninhibitor"
"COC1=CC=C(C=C1)C(=O)N1CCC2(CC1)CCN(CC2)C1=NC=CC=N1","Noninhibitor"
"CCCCCCCCCCCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","Noninhibitor"
"COC1=CC=C(C=C1)C1=NC2=CN=C(N=C2N(CCC#N)C1=O)N1CCN(C)CC1","Noninhibitor"
"COC1=CC=CC(=C1)C1=NC=CC(NCC2=NC=C(C)N=C2)=N1","Inhibitor"
"COC(=O)[C@@]1(CC2=CC=C(OC)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CC1=CC(F)=C(F)C(F)=C1)C(=O)N(C)C","Noninhibitor"
"OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1","Inhibitor"
"ClC1=CC=CC(NC2=NN=C(C3=CC=CC=C3)C3=CC=CC=C23)=C1","Inhibitor"
"CCC(=O)O[C@](CC1=CC=CC=C1)([C@@H](C)CN(C)C)C1=CC=CC=C1","Noninhibitor"
"FC1=CC=C(C=C1)C1=NC2=CN=C(OC3=CC=CC=C3)N=C2N(CCC#N)C1=O","Inhibitor"
"C[C@@H]1C[C@@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@]2(C)[C@]1(CC(=O)CO)C(=O)SCF","Noninhibitor"
"CC1=N\C(=N/NC2=C(C=C(C=C2)S(O)(=O)=O)S(O)(=O)=O)C(COP(O)(O)=O)=C(C=O)C1=O","Noninhibitor"
"CC1=NC2=CN=C(N=C2N(CC2=CC=C(F)C=C2)C1=O)N1CCOCC1","Inhibitor"
"CCCN(CC1CC1)C1=NC(C)=NC(NC2=C(Cl)C=C(Cl)C=C2Cl)=C1Cl","Noninhibitor"
"[O-][N+](=O)C1=CC=C(CSCC2=CC=C(Cl)C=C2)C=C1","Inhibitor"
"COC(=O)C1CC1C(NC(=O)[C@H]1CCCCN1)C1=CC=CC=C1","Noninhibitor"
"O=C1C=NC2=CN=C(N=C2N1CC1=CC=CS1)N1CCOCC1","Inhibitor"
"ClC1=CC=CC=C1C1=CC2=C(C=C1)N=CN=C2NCC1=CN=CC=C1","Inhibitor"
"CC1=CN=C(CNC2=NC(=NC3=CC=CC=C23)C2=CC(NS(C)(=O)=O)=CC=C2)C=N1","Inhibitor"
"CC1=CC(CNC2=NC(=NC3=CC=CC=C23)C2=COC=C2)=CC=C1","Inhibitor"
"CN(C)C1=NC(=NC=C1)C1=CC(NS(C)(=O)=O)=CC=C1","Inhibitor"
"CC1=CC(O)=C(C=C1O)C1=C(O)C=C(C)C(O)=C1","Inhibitor"
"COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O[C@H]3O[C@@H](CO[C@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@@H](O)[C@@H](O)[C@@H]3O)C=C2O1","Noninhibitor"
"O=C(OC1=CC=CC=C1)N1CCC[C@@]2(CCN(CC3=CC=C(C=C3)C#N)C2)C1","Inhibitor"
"COC1=CC=C(C=C1)C1=NC2=CN=C(N=C2N(CCC#N)C1=O)N(C)C","Noninhibitor"
"CN(C)C(=O)C1=CC=C(C=C1)C1=NC2=CC=CC=C2C(NCC2=CN=CC=C2)=N1","Inhibitor"
"O=C(N1CCC2(CCCN(CC3=CC=NC=C3)C2)CC1)C1=CC=CO1","Inhibitor"
"OC(=O)C1=CC(=O)C=C(N1)C(O)=O","Noninhibitor"
"CN(C)C1=CC=C(C=C1)C1=CC(=NC=N1)N(C)CC1=CC=CO1","Inhibitor"
"CN(C)C1=NC=NC2=C1C=C(C=C2)C1=CC=CC=C1C(F)(F)F","Inhibitor"
"C(N1CCN(CC1)C1=NC2=CC=CC=C2S1)C1=CC2=C(OCO2)C=C1","Inhibitor"
"CN1CCC(CC1)(C1=C(C)C(O)=C(C)C=C1)C1=C(C)C(O)=C(C)C=C1","Inhibitor"
"FC(F)(F)C1=CC=CC=C1C1=CC2=C(C=C1)N=CN=C2NCC1=CN=CC=C1","Inhibitor"
"OC1=CC=CC(\C=N/NC(=O)C2=CC=NC=C2)=C1","Noninhibitor"
"NCCC#N","Noninhibitor"
"OC(=O)[C@@H]1CCCN[C@H]1C(O)=O","Noninhibitor"
"O=C(NC1=CC=CC(=C1)C#N)N1CC[C@]2(C1)CCCNC2","Noninhibitor"
"COC(=O)[C@@]1(CC2=CC=C(OC)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CC1=C(CO)NC=C(C)C1=O)C(=O)N(C)C","Noninhibitor"
"COC(=O)[C@@]1(CC2=CC=C(F)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1CCO)C(=O)N1CCCC1","Inhibitor"
"NC[C@H]1O[C@@H](C[C@@H]1O)N1C=NC2=C1N=CN=C2N","Noninhibitor"
"OC(=O)C(=C/C1=CC=NC=C1)\C1=CC=CC2=CC=CC=C12","Inhibitor"
"COC1=C(O)C=C2C[C@@H]3N(C)CCC4=CC(OC)=C(O)C(C2=C1)=C34","Inhibitor"
"C[C@H](Br)C(=O)N[C@H](CO)C(O)=O","Noninhibitor"
"C1=CN(C=N1)C1=NC(=NC=C1)C1=CN=CC=C1","Inhibitor"
"CN1C=NC2=C(NC3CCCC3)N=CN=C12","Inhibitor"
"C1CN=C(N1)C1=CC2=CC=CC=C2C=N1","Inhibitor"
"COC1=CC=C(C(=O)CCN(C)C)C2=CC=CC=C12","Inhibitor"
"CS(=O)(=O)NC1=CC=CC(=C1)C1=CN=CN=C1NC1=CC=C(F)C=C1","Inhibitor"
"CN1CCN(CC1)C1=NC=NC=C1C1=CC=CC=C1C","Inhibitor"
"CC(=O)O[C@@H]1[C@@H](C[C@@H]2[C@@H]3CC[C@@H]4C[C@@H](OC(C)=O)[C@@H](C[C@@]4(C)[C@H]3CC[C@@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1","Noninhibitor"
"CC1=CC=C(CNC(=O)[C@@H]2C[C@H]2[C@@H](NP(=O)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)O1","Noninhibitor"
"CC1=NN(C(=O)\C1=N\NC1=CC=CC=C1)C1=CC=C(C=C1)S(O)(=O)=O","Noninhibitor"
"CN1CCN(CC1)C1=NC(=NC=C1)C1=C(C)ON=C1C","Inhibitor"
"CN1CCCC2(CCN(CC2)C(=O)C2=CC=CO2)C1","Noninhibitor"
"OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O","Noninhibitor"
"CNC1=NC=NC(=C1)C1=CC=CC=C1C","Inhibitor"
"O=C(N1CCC2(CCN(CC3=NC=CS3)CC2)CC1)C1=CSN=N1","Noninhibitor"
"COC1=CC2=C(NC=C2CCNC2=NC=NC3=C2C=C(C=C3)C2=COC=C2)C=C1","Inhibitor"
"CC1=C(N\N=C2/C=CC3=C(C(N)=C(C=C3S(O)(=O)=O)S(O)(=O)=O)C2=O)C=CC(=C1)C1=CC(C)=C(N\N=C2/C=CC3=C(C(N)=C(C=C3S(O)(=O)=O)S(O)(=O)=O)C2=O)C=C1","Inhibitor"
"OC(=O)C1=CC2=C(OC1=O)C=CC(NC(=O)OC1=CC=CC=C1)=C2","Noninhibitor"
"CS(=O)(=O)N1CCC2(CCN(CC2)C2=CC=CC(=C2)C2=CC=CC=C2)CC1","Noninhibitor"
"COC1=CC=CC(NC2=NC=C3N=CC(=O)N(C4CC4)C3=N2)=C1","Inhibitor"
"COC1=CC=C(NC(=O)N2CCC3(CC2)CCN(CC3)C(=O)C2=CSN=N2)C=C1","Inhibitor"
"CCCCCC1=C2CNC(CC3=CC=CC=C3)(C=C2C(C)C1=O)C(=O)OC","Inhibitor"
"C[C@H]([C@H]1C[C@]1(C)[C@H](NC(=O)OCC1=CC=CC=C1)C1=CC=CC=C1)C(=O)NCC1=C(F)C(F)=C(C)C=C1","Inhibitor"
"CC1=CN=C(CNC2=NC=NC3=C2C=C(C=C3)C2=CC3=C(OCO3)C=C2)C=N1","Inhibitor"
"C[N+]1(C)CCC[C@H]1C(O)=O","Noninhibitor"
"CN1C(=O)C(=NC2=CN=C(N=C12)N1CCNCC1)C1=CC(F)=CC(F)=C1","Inhibitor"
"C\C(=C/C1=CC=C(Cl)C=C1)C(C)(C)C(O)=O","Noninhibitor"
"O[C@]1(N2CCN=C2NC2=CC=CC=C12)C1=CC=CC=C1","Noninhibitor"
"COC1=CC=C(OC2=NC=C3N=C(C4=CC=CS4)C(=O)N(CCC#N)C3=N2)C=C1","Inhibitor"
"ClC1=CC=CC(OC2=NC=C3N=CC(=O)N(CCC4=CC=CC=C4)C3=N2)=C1","Inhibitor"
"CC(C)[C@H](N\C=C1/C=CC=CC1=O)C(O)=O","Noninhibitor"
"CCNC1=NC=C2N=C(C(=O)N(C3=CC=C(OC)C=C3)C2=N1)C1=CC=C(F)C=C1","Inhibitor"
"COC1=CC=CC=C1CCN1C(=O)C(=NC2=CN=CN=C12)C1=CC=C(Cl)C=C1","Inhibitor"
"CN(C)C1=CC=C(C=C1)C1=CC(NCC2=NC=C(C)N=C2)=NC=N1","Inhibitor"
"C[N@@+]1(CC[N@@+]2(C)CCC[C@H]2C2=CN=CC=C2)CCC[C@@H]1C1=CN=CC=C1","Noninhibitor"
"COC1=CC=CC=C1CN1CC[C@]2(C1)CCCN(C2)S(=O)(=O)C1=CC=CC=C1","Inhibitor"
"COCCNC1=NC=NC2=C1C=C(C=C2)C1=C(C)ON=C1C","Inhibitor"
"CNC1=NC=NC=C1C1=CC=CC=C1C","Inhibitor"
"COCCN1C(=O)C=NC2=CN=C(N=C12)N(C)C","Inhibitor"
"CN(C)[C@@H]1[C@@H]2C[C@H]3C(=C(O)C4=C(C=CC=C4O)[C@@]3(C)O)C(=O)[C@@]2(O)C(=O)\C(=C(\N)O)C1=O","Noninhibitor"
"COC(=O)N1CCN([C@H](CN2CCCC2)C1)C(=O)CC1=CC(Cl)=C(Cl)C=C1","Noninhibitor"
"NC1=CC(=CNC1=O)C1=CC=NC=C1","Inhibitor"
"CCCCC1=C2C(NC3=CC=CC=C23)=NC2=CC=CC=C12","Inhibitor"
"OC1=C2O[C@H]3\C(CC[C@]4(O)[C@@H]5CC(C=C1)=C2[C@]34CCN5CC=C)=N/N=C1\CC[C@@]2(O)[C@H]3CC4=C5C(O[C@H]1[C@@]25CCN3CC=C)=C(O)C=C4","Noninhibitor"
"COC1=CC(OC)=C(CNC2=NC=NC=C2C2=CC=C(C=C2)N(C)C)C=C1","Inhibitor"
"CCOC(=O)C1=CC=C(N)C=C1","Inhibitor"
"N[C@@H](CC1=NC=CC=N1)C(O)=O","Noninhibitor"
"ClC1=CC=C(C=C1)C1=NC2=CN=C(NC3=CC=CC=C3)N=C2N(CCC#N)C1=O","Inhibitor"
"COC1=CC=C(NC(=O)N2CC[C@]3(C2)CCCNC3)C=C1","Noninhibitor"
"CCOC(=O)O[C@@H](C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@@H](N)C1=CC=CC=C1)C2=O","Noninhibitor"
"CC1=C(OCC(=O)OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C=CC(Cl)=C1","Inhibitor"
"NC1=C(N)C(=O)N=C(N1)SCC(O)=O","Noninhibitor"
"CC(=O)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","Noninhibitor"
"FC1=CC=CC(NC(=O)N2CCC3(CC2)CCN(CC3)C(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)=C1","Inhibitor"
"CC1=CC(CNC2=NC=NC3=C2C=C(C=C3)C2=CC=CC=C2C#N)=CC=C1","Inhibitor"
"CCCNC(=O)N1N=C(C2=CC=C(N)C=C2)C2=CC3=C(OCO3)C=C2[C@H]1C","Inhibitor"
"NCCC(=O)NCCC1=CN=CN1","Noninhibitor"
"CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1","Inhibitor"
"CN(C)C1=NC=C2N=C(C3=CC=C(Cl)C=C3)C(=O)N(C3CC3)C2=N1","Inhibitor"
"NCCC[C@@H](CC(=O)N[C@@H]1CCCC[C@H]1C(=O)N[C@H](CC(=O)N[C@@H](CCC(O)=O)CC(O)=O)CC1=CNC2=CC=CC=C12)NC(=O)C[C@H](CO)NC(=O)[C@@H]1CCCC[C@H]1N","Noninhibitor"
"C(CN1CCN(C\C=C/C2=CC=CC=C2)CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1","Inhibitor"
"NCCC[C@@H](CC(=O)N[C@@H]1CCNC[C@H]1C(=O)N[C@H](CC(=O)N[C@@H](CCC(O)=O)CC(O)=O)CC1=CC=CC=C1)NC(=O)C[C@H](CO)NC(=O)[C@@H]1CCCC[C@H]1N","Noninhibitor"
"C[N+](C)(C)C1=NC=NC2=C1N=CN2[C@@H]1CCCCO1","Noninhibitor"
"O=C1C=NC2=CN=CN=C2N1CC1=CC=CC=C1","Inhibitor"
"COCCN1C(=O)C(CCC2=CC=CC=C2)=NC2=CN=C(NC3=CC(OC)=CC=C3)N=C12","Inhibitor"
"N[C@H]([C@H](CC(O)=O)C1=CC=C(Cl)C=C1)C(O)=O","Noninhibitor"
"CCN1CCN(C(=O)N[C@H](C(=O)N[C@H]2[C@@H]3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C2=CC=C(O)C=C2)C(=O)C1=O","Noninhibitor"
"CC(C)(C)C1=C(C[C@H](N)C(O)=O)C(=O)NO1","Noninhibitor"
"CN1CCC(CC1)C1=CNC2=C1C=C(O)C=C2","Inhibitor"
"O=C1C=CC(=O)C=C1","Noninhibitor"
"CN(C)C1=CC=CC(=C1)C(=O)NC1=CC(NC(=O)C2=CC=C(O)C=C2)=C(C)C=C1","Inhibitor"
"CC1=C(N2[C@@H](SC1)[C@H](NC(=O)[C@@H](N)C1=CC=C(O)C=C1)C2=O)C(O)=O","Noninhibitor"
"CN(C)C(=O)\N=N/C(=O)N(C)C","Noninhibitor"
"CC(=O)O[C@@H]1[C@@H]2[C@]34C[C@H]5[C@@H]6[C@]7(C)CN5[C@H]([C@@H]3[C@H](O)[C@H]1C(=C)C4)[C@@]26[C@H](OC(C)=O)[C@H](C7)OC(=O)C1=CC=CC=C1","Noninhibitor"
"CC1=C(C(C)=NO1)C1=CC(NCCN2CCOCC2)=NC=N1","Inhibitor"
"NC1(CCCC1)C(O)=O","Noninhibitor"
"CCC\C=C(/CCC)C(NC(=O)C1=CC=CO1)C1=CC=C(C=C1)C(=O)OC","Inhibitor"
"C[C@H]([C@H]1C[C@]1(C)[C@H](NC(=O)OCC1=CC=CC=C1)C1=CC=CC=C1)C(=O)NCC1=NN(C)C(C)=C1","Inhibitor"
"CC[C@@]1(NC(=O)N(C)C1=O)C1=CC=CC=C1","Noninhibitor"
"CC(=O)NCCC1=CNC2=C1C=C(O)C=C2","Inhibitor"
"COC1=CC=CC=C1C1=NC2=CC=CC=C2C(NC2CC2)=N1","Inhibitor"
"OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C(N[C@H]3CCC[C@@H]3O)N=CN=C12","Noninhibitor"
"CN1C(=O)C(=NC2=CN=C(OC3=CC=CC=C3)N=C12)C1=CC=C(Cl)C=C1","Inhibitor"
"FC(F)(F)C1=CC(=CC(CN2CCCC3(CCN(CC3)S(=O)(=O)C3=CC=CC=C3)C2)=C1)C(F)(F)F","Noninhibitor"
"CN(C)CC(C)(C)CN1C2=CC=CC=C2SC2=CC=CC=C12","Noninhibitor"
"CC(C)C[C@@H](CC(=O)N[C@@H](CCC(O)=O)CC(O)=O)NC(=O)[C@@H]1CCCC[C@H]1NC(=O)C[C@@H](NC(=O)C[C@H](CC(C)C)NC(=O)[C@@H]1CNCC[C@H]1N)C(C)C","Noninhibitor"
"CC1=NN(C(=O)C2=CC=NC=C2)C(=O)[C@@H]1\N=N\C1=CC2=CC=CC=C2C=C1","Inhibitor"
"[O-][N+](=O)C1=C(Cl)C=CC(\C=N/N2C(=O)CSC2=S)=C1","Inhibitor"
"CCC1=C2C(NC3=CC(OC)=C(OC)C=C23)=CN=C1C(=O)OC","Inhibitor"
"CCCC\C=C\C(NC(=O)C1=CC=CS1)C1=CC=CC=C1","Inhibitor"
"CN1C(=O)C(=NC2=CN=C(NC3=CC=CC=C3)N=C12)C1=CC=CC=C1","Inhibitor"
"CN1C=C(C(=O)C(=O)N[C@H]2CN3CCC2CC3)C2=CC=CC=C12","Inhibitor"
"OC1=C(CN2CCOCC2)C=CC(CN2CCOCC2)=C1O","Noninhibitor"
"CN1CCN(CC1)C1=NC=C2N=C(CCC3=CC=CC=C3)C(=O)N(C3CC3)C2=N1","Inhibitor"
"CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)[C@@H](CO)C1=CC=CC=C1","Noninhibitor"
"CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3[C@H](CC4=CNC5=CC=CC3=C45)N(C)C2)O[C@]2(O)[C@H]3CCCN3C(=O)CN2C1=O","Noninhibitor"
"COC1=NC=C2N=C(C3=CN(C)C4=CC=CC=C34)C(=O)N(CCC3=CC=CC=C3)C2=N1","Inhibitor"
"NC(N)=NCCN=C(N)N","Noninhibitor"
"CN(C)C1=CC=C(C=C1)C1=NC2=CC=CC=C2C(=N1)N1C=CN=C1","Inhibitor"
"FC1=CC=CC(=C1)C(=O)N1CCC[C@@]2(CCN(C2)C(=O)NC2=CC=CC=C2)C1","Noninhibitor"
"CS(=O)(=O)N1CCC2(CN(CC3=NC=CS3)C2)CC1","Inhibitor"
"OC(=O)C1=CC=C(C=C1)S(=O)(=O)NNC1=C2C=CC=CC2=NC1=O","Noninhibitor"
"COC1=CC=CC=C1N1CCN(C[C@@H]2CN3C(=N2)C2=CC=CC=C2N(C)C3=O)CC1","Inhibitor"
"COCCN1C(=O)C(=NC2=CN=C(OC3=CC=C(OC)C=C3)N=C12)C1=CC=CS1","Inhibitor"
"NCC[C@H](O)C(=O)N[C@H]1C[C@@H](N)[C@@H](O[C@H]2O[C@@H](CN)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](N)[C@@H]1O","Noninhibitor"
"OC(=O)C(CC1=CC=CC=C1C1=CC=CC=C1)C(O)=O","Noninhibitor"
"OC(=O)C[C@H](CC1=CC=CC=C1Cl)C(O)=O","Noninhibitor"
"N[C@@H](CSCC1=CC=C(I)C=C1)C(O)=O","Noninhibitor"
"CN(C)CC1=CC=CC=C1C1=CC(=NC=N1)N1C=CN=C1","Inhibitor"
"CCCCCCCCCC[Si](C)(C)CCC(=O)N[C@@H](CC1=CC=C(C)C=C1)C1=CC=CC=C1","Inhibitor"
"CN1C=C(C2=CC=CC=C12)C1=NC2=CN=C(N=C2N(CCC#N)C1=O)N1CCOCC1","Inhibitor"
"C(SC1=NC=NC2=C1NC=N2)C1=CC=NC=C1","Inhibitor"
"FC(F)(F)C1=CC=CC=C1C1=CN=CN=C1NCCC1=CN=CN1","Inhibitor"
"COC(=O)[C@]1(C)CCC(=C(CC(O)=O)C1)C1=CC=C(C)C=C1","Noninhibitor"
"FC1=CC=C(CN2C(=O)C(=NC3=CN=CN=C23)C2=CC(F)=CC(F)=C2)C=C1","Inhibitor"
"FC1=CC=CC(NC(=O)N2CCCC3(CCN(CC3)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C2)=C1","Inhibitor"
"NC(=O)C1=NC=CN=C1","Noninhibitor"
"CC1=CC2=CC3=C(NC(=O)NC3=O)N=C2C=C1C","Inhibitor"
"COC1=CC=C(OC2=NC=C3N=C(C(=O)N(CCC#N)C3=N2)C2=CC=CC(=C2)C#N)C=C1","Inhibitor"
"CN(C)C1=NC=C2N=C(C(=O)N(C[C@H]3CCCO3)C2=N1)C1=CC=C(Cl)C=C1","Inhibitor"
"CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)[C@@H](O)C1=CC=CC=C1","Noninhibitor"
"FC1=CC(CNC(=O)[C@H]2C[C@@H]2[C@H](NP(=O)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2)=C2OCCOC2=C1","Inhibitor"
"CC(C)=C1[C@H]2C(CN3C(=O)N(CCC4=CC=CC=C4)C(=O)[C@]23CC2=CC=C(C=C2)C(F)(F)F)=C(C1=O)C1=CC=CC=C1","Noninhibitor"
"CC(C)[C@@]12CC[C@@]3(CC[C@H]4[C@@](C)(CCC[C@]4(C)C(O)=O)[C@@H]3C1)[C@@H](CN)C2","Noninhibitor"
"OC1=CC(=C(O)C=C1)S(O)(=O)=O","Noninhibitor"
"O[C@H]1C=C2CCN3CC4=CC5=C(OCO5)C=C4[C@H]([C@@H]23)[C@H]1O","Inhibitor"
"COC(=O)[C@@]1(CC2=CC=C(F)C=C2)[C@@H]2[C@H](CN1C(=O)C1=CC=CC=C1)CC1=C2C=C(N1C[C@H](O)CO)C(=O)N1CCCC1","Noninhibitor"
